Date_Mada;pm2,5_atm_a;pm2,5_atm_b;Ambohidahy;Humidity;Temperature
03/11/2023 13:00:00;17,936;20,584;19,26;41,1;84,767
03/11/2023 14:00:00;18,487;21,105;19,796;43,133;82,967
03/11/2023 15:00:00;15,626;18,038;16,832;43,716;81,542
03/11/2023 16:00:00;19,734;23,086;21,41;44,334;80,267
03/11/2023 17:00:00;22,069;24,986;23,5275;48,433;78,267
03/11/2023 18:00:00;19,005;21,138;20,0715;53,7;76,166
03/11/2023 19:00:00;14,189;16,122;15,1555;56,766;74,892
03/11/2023 20:00:00;13,259;15,197;14,228;58,633;73,767
03/11/2023 21:00:00;13,64;15,55;14,595;59,15;73,133
03/11/2023 22:00:00;5,839;7,373;6,606;60,334;72,867
03/11/2023 23:00:00;2,878;3,569;3,2235;61,534;72
03/12/2023 00:00:00;0,787;0,9;0,8435;62,834;71,333
03/12/2023 01:00:00;3,149;4,177;3,663;63,334;71,133
03/12/2023 02:00:00;5,716;7,151;6,4335;62,567;71,633
03/12/2023 03:00:00;2,692;3,154;2,923;62,733;71,034
03/12/2023 04:00:00;2,66;3,158;2,909;64,733;69,434
03/12/2023 05:00:00;25,354;29,548;27,451;63,034;70,767
03/12/2023 06:00:00;37,5;43,301;40,4005;61,834;71
03/12/2023 07:00:00;41,341;48,448;44,8945;59,567;72,5
03/12/2023 08:00:00;31,32;36,118;33,719;56,9;74,267
03/12/2023 09:00:00;13,195;15,392;14,2935;51,283;77,8
03/12/2023 10:00:00;12,208;14,598;13,403;45,467;81,667
03/12/2023 11:00:00;15,997;18,858;17,4275;40,9;84,367
03/12/2023 12:00:00;14,669;17,677;16,173;40,233;83,566
03/12/2023 13:00:00;17,94;21,134;19,537;37,534;85,567
03/12/2023 14:00:00;27,009;32,692;29,8505;37,166;84,9
03/12/2023 15:00:00;13,375;16,359;14,867;62,367;72,433
03/12/2023 16:00:00;25,119;28,858;26,9885;61,066;75,7
03/12/2023 17:00:00;18,208;20,444;19,326;58,033;75,925
03/12/2023 18:00:00;22,942;25,975;24,4585;66,334;72,433
03/12/2023 19:00:00;12,884;15,416;14,15;65,6;72
03/12/2023 20:00:00;10,998;13,332;12,165;64,2;71,833
03/12/2023 21:00:00;4,575;5,418;4,9965;64,133;71,7
03/12/2023 22:00:00;3,572;4,555;4,0635;63,633;71,1
03/12/2023 23:00:00;2,516;3,047;2,7815;63,767;70,834
03/13/2023 00:00:00;0,81;1,008;0,909;64,067;70,1
03/13/2023 01:00:00;2,853;3,619;3,236;63,867;69,4
03/13/2023 02:00:00;6,296;7,069;6,6825;62,733;70,5
03/13/2023 03:00:00;5,053;6,116;5,5845;62,534;70,533
03/13/2023 04:00:00;11,197;13,494;12,3455;64,406;69,175
03/13/2023 05:00:00;33,721;39,879;36,8;61,834;68,034
03/13/2023 06:00:00;38,489;45,022;41,7555;60,867;68,367
03/13/2023 07:00:00;45,806;53,167;49,4865;55,525;72,667
03/13/2023 08:00:00;25,307;28,099;26,703;37,125;86,45
03/13/2023 09:00:00;22,777;26,155;24,466;31,139;91,555
03/13/2023 10:00:00;16,776;19,48;18,128;31,625;89,917
03/13/2023 11:00:00;14,07;15,771;14,9205;37,313;83,625
03/13/2023 12:00:00;15,224;16,473;15,8485;38,306;84,139
03/13/2023 13:00:00;15,732;17,228;16,48;41,145;84,042
03/13/2023 14:00:00;11,236;13,14;12,188;45,542;81,347
03/13/2023 15:00:00;10,639;12,308;11,4735;48,661;79,089
03/13/2023 16:00:00;13,04;14,626;13,833;50,1;77,434
03/13/2023 17:00:00;17,826;19,697;18,7615;52,941;75,816
03/13/2023 18:00:00;16,453;18,805;17,629;58,658;71,914
03/13/2023 19:00:00;16,261;18,555;17,408;58,508;70,492
03/13/2023 20:00:00;9,963;11,208;10,5855;59,367;70,133
03/13/2023 21:00:00;3,473;4,203;3,838;60,966;69,675
03/13/2023 22:00:00;6,575;8,138;7,3565;61,133;69,167
03/13/2023 23:00:00;8,702;9,87;9,286;60,3;69,7
03/14/2023 00:00:00;5,139;6,43;5,7845;59,6;68,534
03/14/2023 01:00:00;3,512;4,079;3,7955;60,2;68,166
03/14/2023 02:00:00;2,212;2,751;2,4815;58,534;69,4
03/14/2023 03:00:00;4,45;5,507;4,9785;63;68,434
03/14/2023 04:00:00;13,136;15,697;14,4165;62,5;68,8
03/14/2023 05:00:00;31,932;38,01;34,971;61;68,4
03/14/2023 06:00:00;38,401;43,932;41,1665;58,967;69,7
03/14/2023 07:00:00;24,334;28,017;26,1755;53,8;72,633
03/14/2023 08:00:00;18,217;20,555;19,386;45,877;77,544
03/14/2023 09:00:00;11,745;12,645;12,195;41,255;79,256
03/14/2023 10:00:00;15,57;16,652;16,111;37,417;82,166
03/14/2023 11:00:00;21,704;24,21;22,957;36,972;81,555
03/14/2023 12:00:00;21,777;24,527;23,152;37;81
03/14/2023 13:00:00;14,181;15,181;14,681;37,459;80,291
03/14/2023 14:00:00;11,19;14,95;13,07;37;81
03/14/2023 15:00:00;12,849;15,242;14,0455;37,278;81,097
03/14/2023 16:00:00;16,757;18,578;17,6675;36,95;80,4
03/14/2023 17:00:00;23,051;25,078;24,0645;40,892;78,983
03/14/2023 18:00:00;41,412;45,731;43,5715;44,139;76,905
03/14/2023 19:00:00;39,224;42,591;40,9075;48,858;75,067
03/14/2023 20:00:00;15,181;16,845;16,013;56,734;72,533
03/14/2023 21:00:00;5,424;6,438;5,931;61,392;70,75
03/14/2023 22:00:00;6,071;7,19;6,6305;62,2;70,466
03/14/2023 23:00:00;4,96;6,108;5,534;61,2;70,433
03/15/2023 00:00:00;3,043;3,775;3,409;62,267;70
03/15/2023 01:00:00;3,224;3,849;3,5365;62,867;69,733
03/15/2023 02:00:00;5,779;6,812;6,2955;64,233;68,933
03/15/2023 03:00:00;8,9;10,941;9,9205;62,867;69,4
03/15/2023 04:00:00;17,117;19,838;18,4775;62,3;69,2
03/15/2023 05:00:00;44,809;51,621;48,215;59,333;70,3
03/15/2023 06:00:00;28,981;33,239;31,11;57,534;70,7
03/15/2023 07:00:00;22,986;26,402;24,694;55,742;71,058
03/15/2023 08:00:00;29,245;33,739;31,492;50,562;75,396
03/15/2023 09:00:00;25,8;30,364;28,082;47,528;77,736
03/15/2023 10:00:00;28,947;32,459;30,703;36,813;86,625
03/15/2023 11:00:00;28,784;32,888;30,836;38,542;83,514
03/15/2023 12:00:00;29,202;33,474;31,338;38,492;83,534
03/15/2023 13:00:00;28,264;32,518;30,391;38,442;84,195
03/15/2023 14:00:00;41,219;44,874;43,0465;35,791;85,75
03/15/2023 15:00:00;19,051;20,871;19,961;40,433;83,108
03/15/2023 16:00:00;29,148;31,956;30,552;43,294;81,486
03/15/2023 17:00:00;18,056;19,523;18,7895;47,867;79,133
03/15/2023 18:00:00;27,386;29,753;28,5695;52,9;76,3
03/15/2023 19:00:00;19,205;21,251;20,228;56,967;74,233
03/15/2023 20:00:00;25,317;27,317;26,317;59,167;73,034
03/15/2023 21:00:00;14,807;16,918;15,8625;60;72,966
03/15/2023 22:00:00;16,433;18,916;17,6745;60;73
03/15/2023 23:00:00;9,489;11,523;10,506;63,534;72,233
03/16/2023 00:00:00;7,566;9,303;8,4345;65,225;70,834
03/16/2023 01:00:00;3,311;4,067;3,689;66,2;69,834
03/16/2023 02:00:00;12,265;14,206;13,2355;67,934;69
03/16/2023 03:00:00;11,207;12,679;11,943;67,962;69,142
03/16/2023 04:00:00;42,544;47,943;45,2435;67,133;70
03/16/2023 05:00:00;72,3;83,633;77,9665;66;70,4
03/16/2023 06:00:00;101,142;117,23;109,186;64,733;71,2
03/16/2023 07:00:00;75,284;84,873;80,0785;60,425;73,034
03/16/2023 08:00:00;66,895;76,474;71,6845;55,666;75,433
03/16/2023 09:00:00;75,615;85,091;80,353;46,508;81,999
03/16/2023 10:00:00;67,935;74,635;71,285;41,5;86,5
03/16/2023 11:00:00;36,572;40,673;38,6225;39,583;85,292
03/16/2023 12:00:00;38,859;42,329;40,594;40,584;84,959
03/16/2023 13:00:00;34,477;38,287;36,382;38,267;87,128
03/16/2023 14:00:00;30,067;34,102;32,0845;36,584;88
03/16/2023 15:00:00;29,931;33,043;31,487;37,1;88,675
03/16/2023 16:00:00;39,451;44,273;41,862;44,533;82,867
03/16/2023 17:00:00;45,084;50,317;47,7005;50,233;81,2
03/16/2023 18:00:00;52,351;58,364;55,3575;54,767;78,334
03/16/2023 19:00:00;46,829;51,715;49,272;58,1;76,566
03/16/2023 20:00:00;33,47;36,808;35,139;60;76,133
03/16/2023 21:00:00;24,588;27,986;26,287;59,834;75,867
03/16/2023 22:00:00;19,524;21,928;20,726;61,167;75
03/16/2023 23:00:00;10,498;12,484;11,491;61,233;74,5
03/17/2023 00:00:00;20,814;23,785;22,2995;62,7;73,834
03/17/2023 01:00:00;17,21;19,306;18,258;64,433;73
03/17/2023 02:00:00;12,494;13,858;13,176;64,233;73
03/17/2023 03:00:00;17,467;19,35;18,4085;63,434;73,934
03/17/2023 04:00:00;44,739;50,49;47,6145;63,233;74
03/17/2023 05:00:00;90,261;104,833;97,547;65;73,966
03/17/2023 06:00:00;84,703;96,849;90,776;61,817;75,233
03/17/2023 07:00:00;107,921;119,653;113,787;56,633;77,966
03/17/2023 08:00:00;74,139;81,129;77,634;41,466;88,9
03/17/2023 09:00:00;42,837;47,764;45,3005;35,691;92,8
03/17/2023 10:00:00;44,989;49,63;47,3095;34,319;93,264
03/17/2023 11:00:00;56,373;61,403;58,888;36,456;91,166
03/17/2023 12:00:00;33,502;37,853;35,6775;36,622;89,75
03/17/2023 13:00:00;36,679;40,706;38,6925;35,841;90,608
03/17/2023 14:00:00;30,058;33,61;31,834;34,334;90,028
03/17/2023 15:00:00;32,796;36,322;34,559;34,742;87,904
03/17/2023 16:00:00;37,89;41,781;39,8355;35;87,333
03/17/2023 17:00:00;39,573;43,418;41,4955;35,959;85,817
03/17/2023 18:00:00;82,647;90,971;86,809;40,433;83,233
03/17/2023 19:00:00;83,23;90,485;86,8575;43,8;81,067
03/17/2023 20:00:00;53,418;58,311;55,8645;46,5;79,4
03/17/2023 21:00:00;50,356;55,128;52,742;50,867;77,775
03/17/2023 22:00:00;46,564;50,555;48,5595;55,133;76,034
03/17/2023 23:00:00;30,249;31,953;31,101;60,233;74,367
03/18/2023 00:00:00;29,128;31,306;30,217;63,633;73,566
03/18/2023 01:00:00;31,047;33,683;32,365;64,534;73
03/18/2023 02:00:00;14,177;14,886;14,5315;67,433;71,633
03/18/2023 03:00:00;23,595;25,529;24,562;68,267;71
03/18/2023 04:00:00;28,886;30,621;29,7535;67,566;71,466
03/18/2023 05:00:00;49,315;54,965;52,14;66,983;71,716
03/18/2023 06:00:00;97,918;113,277;105,5975;64,942;72,834
03/18/2023 07:00:00;67,421;74,43;70,9255;62,617;73,8
03/18/2023 08:00:00;58,904;64,904;61,904;50,466;82
03/18/2023 09:00:00;41,156;44,016;42,586;34,6;94
03/18/2023 10:00:00;73,96;80,022;76,991;35,5;92,467
03/18/2023 11:00:00;70,556;74,441;72,4985;34,166;91,166
03/18/2023 12:00:00;41,553;46,144;43,8485;31,533;90,4
03/18/2023 13:00:00;34,27;37,645;35,9575;32,133;90,433
03/18/2023 14:00:00;45,114;49,735;47,4245;31,8;90,934
03/18/2023 15:00:00;38,984;43,31;41,147;30,6;90,733
03/18/2023 16:00:00;29,885;33,546;31,7155;33,7;88,4
03/18/2023 17:00:00;35,385;38,457;36,921;41,8;84,633
03/18/2023 18:00:00;31,901;34,353;33,127;48,4;80,4
03/18/2023 19:00:00;38,843;41,687;40,265;51,833;79,2
03/18/2023 20:00:00;25,244;27,491;26,3675;56,466;77,4
03/18/2023 21:00:00;20,072;22,625;21,3485;58,733;76,4
03/18/2023 22:00:00;16,379;18,13;17,2545;59;76,066
03/18/2023 23:00:00;16,247;17,69;16,9685;60,166;75,867
03/19/2023 00:00:00;16,212;17,858;17,035;60,534;75,767
03/19/2023 01:00:00;10,238;11,636;10,937;59,933;75,834
03/19/2023 02:00:00;13,768;15,79;14,779;58,567;75,633
03/19/2023 03:00:00;15,467;17,548;16,5075;58,3;75,1
03/19/2023 04:00:00;22,506;25,686;24,096;58,067;75,1
03/19/2023 05:00:00;58,686;64,557;61,6215;58,133;75,966
03/19/2023 06:00:00;98,695;113,935;106,315;60,733;75,767
03/19/2023 07:00:00;82,49;94,602;88,546;55,4;78,233
03/19/2023 08:00:00;55,107;62,558;58,8325;47,6;83,466
03/19/2023 09:00:00;50,665;57,256;53,9605;39,833;88,7
03/19/2023 10:00:00;42,544;47,717;45,1305;33,167;94,8
03/19/2023 11:00:00;28,9;32,361;30,6305;33,7;92,267
03/19/2023 12:00:00;33,683;37,955;35,819;33,133;92,534
03/19/2023 13:00:00;16,077;18,344;17,2105;40,534;88,3
03/19/2023 14:00:00;27,847;31,93;29,8885;43,15;84,066
03/19/2023 15:00:00;30,886;36,646;33,766;47,05;81,617
03/19/2023 16:00:00;29,806;31,486;30,646;52,4;78,275
03/19/2023 17:00:00;29,401;31,739;30,57;57,966;74,492
03/19/2023 18:00:00;44,443;44,816;44,6295;57,875;74,375
03/19/2023 23:00:00;6,371;6,895;6,633;60,966;73
03/20/2023 00:00:00;7,647;8,657;8,152;61;73
03/20/2023 01:00:00;15,421;17,396;16,4085;60,4;73
03/20/2023 02:00:00;8,16;9,059;8,6095;60,933;73
03/20/2023 03:00:00;13,295;14,873;14,084;62,334;72,133
03/20/2023 04:00:00;44,623;48,604;46,6135;63,2;72
03/20/2023 05:00:00;102,438;117,24;109,839;63,834;72
03/20/2023 06:00:00;93,635;103,243;98,439;61,633;73,333
03/20/2023 08:00:00;44,48;47,841;46,1605;37,5;89,75
03/20/2023 09:00:00;41,51;44,12;42,815;36;90
03/20/2023 15:00:00;50,14;54,39;52,265;38;86
03/20/2023 16:00:00;39,1;42,367;40,7335;41,555;84,278
03/20/2023 17:00:00;50,71;52,86;51,785;45,1;82,3
03/20/2023 18:00:00;39,839;41,166;40,5025;49,916;80,4
03/20/2023 19:00:00;46,803;50,448;48,6255;60,8;76,217
03/20/2023 20:00:00;18,707;21,012;19,8595;69,492;71,05
03/20/2023 21:00:00;12,277;13,55;12,9135;70,416;69,334
03/20/2023 22:00:00;9,345;10,958;10,1515;72,6;68,6
03/20/2023 23:00:00;2,389;2,99;2,6895;72,5;68
03/21/2023 00:00:00;4,992;6,173;5,5825;69,9;68,666
03/21/2023 01:00:00;12,133;13,987;13,06;69,367;68,2
03/21/2023 02:00:00;13,329;15,763;14,546;67,8;69,133
03/21/2023 03:00:00;12,067;13,736;12,9015;66,533;69,367
03/21/2023 04:00:00;28,455;31,951;30,203;65,3;69,034
03/21/2023 05:00:00;71,935;83,873;77,904;64,867;69,666
03/21/2023 06:00:00;85,419;96,111;90,765;63,533;70,9
03/21/2023 07:00:00;56,264;61,652;58,958;60,833;73,166
03/21/2023 08:00:00;42,449;47,197;44,823;56,275;76,417
03/21/2023 09:00:00;27,897;30,617;29,257;48,167;82
03/21/2023 10:00:00;59,18;64,655;61,9175;40,5;88,5
03/21/2023 11:00:00;24,093;26,848;25,4705;44,1;84,4
03/21/2023 12:00:00;10,79;13,51;12,15;45;83
03/21/2023 13:00:00;11,231;12,413;11,822;43,993;82,417
03/21/2023 14:00:00;23,17;26,047;24,6085;40,25;85
03/21/2023 15:00:00;38,506;42,002;40,254;41,25;85,084
03/21/2023 16:00:00;37,712;41,999;39,8555;45,145;81,722
03/21/2023 17:00:00;46,27;49,864;48,067;46,567;80,233
03/21/2023 18:00:00;35,463;38,648;37,0555;52,5;77,933
03/21/2023 19:00:00;31,582;35,447;33,5145;57,7;75,367
03/21/2023 20:00:00;37,197;41,553;39,375;62,034;75
03/21/2023 21:00:00;20,896;23,209;22,0525;60,5;74,166
03/21/2023 22:00:00;6,544;7,622;7,083;61,933;73,133
03/21/2023 23:00:00;3,595;3,931;3,763;62,5;72,467
03/22/2023 00:00:00;6,713;7,995;7,354;63,567;71,934
03/22/2023 01:00:00;8,963;9,547;9,255;62,367;71,834
03/22/2023 02:00:00;11,24;11,375;11,3075;63;71
03/22/2023 03:00:00;21,195;22,456;21,8255;63,433;70,966
03/22/2023 04:00:00;19,047;20,666;19,8565;63,166;70,966
03/22/2023 05:00:00;54,248;59,114;56,681;62,633;71,7
03/22/2023 06:00:00;58,062;65,662;61,862;61,133;72,466
03/22/2023 07:00:00;46,464;52,669;49,5665;58,505;74,217
03/22/2023 08:00:00;38,123;42,252;40,1875;56,297;75,236
03/22/2023 09:00:00;41,794;46,004;43,899;53,025;77,95
03/22/2023 10:00:00;54,668;58,055;56,3615;43;85
03/22/2023 12:00:00;53,993;56,045;55,019;40,666;86,5
03/22/2023 15:00:00;20,153;21,276;20,7145;73,514;71,222
03/22/2023 16:00:00;43,833;46,591;45,212;68,834;72,834
03/22/2023 17:00:00;38,215;40,501;39,358;64,1;72,6
03/22/2023 18:00:00;60,107;64,719;62,413;62,45;72,667
03/22/2023 19:00:00;56,265;62,463;59,364;61,666;73,034
03/22/2023 20:00:00;32,355;34,914;33,6345;61,5;73
03/22/2023 21:00:00;28,557;31,301;29,929;63,216;73
03/22/2023 22:00:00;26,669;29,672;28,1705;63,791;72,6
03/22/2023 23:00:00;19,191;21,732;20,4615;64,567;72
03/23/2023 00:00:00;19,099;20,642;19,8705;65,4;71,566
03/23/2023 01:00:00;8,876;9,34;9,108;65,733;70,434
03/23/2023 02:00:00;5,662;5,985;5,8235;67,7;69,433
03/23/2023 03:00:00;11,478;11,776;11,627;66,867;69,084
03/23/2023 04:00:00;18,614;19,548;19,081;65;69,3
03/23/2023 05:00:00;52,826;53,2;53,013;65,166;69,367
03/23/2023 06:00:00;37,93;41,279;39,6045;63,367;70,534
03/23/2023 07:00:00;28,093;30,708;29,4005;59,467;72,625
03/23/2023 08:00:00;31,534;35,129;33,3315;51,883;76,792
03/23/2023 12:00:00;25,127;26,565;25,846;43,5;84
03/23/2023 13:00:00;17,474;19,626;18,55;45,625;82,459
03/23/2023 14:00:00;12,095;12,577;12,336;46,5;82
03/23/2023 15:00:00;39,61;44,37;41,99;46,667;81,333
04/02/2023 10:00:00;34,03;38,06;36,045;46;83
04/02/2023 11:00:00;17,41;19,965;18,6875;42,805;84,278
04/02/2023 12:00:00;19,856;22,512;21,184;44,841;82,591
04/02/2023 13:00:00;29,82;34,072;31,946;43,114;83,95
04/02/2023 14:00:00;43,372;50,457;46,9145;49,025;82,675
04/02/2023 15:00:00;27,677;32,279;29,978;52,981;80,717
04/02/2023 16:00:00;23,916;27,343;25,6295;46,434;81,7
04/02/2023 17:00:00;30,57;33,84;32,205;50,417;80,034
04/02/2023 18:00:00;23,639;26,453;25,046;55,284;77,35
04/02/2023 19:00:00;25,218;29,243;27,2305;58,733;76,167
04/02/2023 20:00:00;11,28;13,183;12,2315;62,083;74,416
04/02/2023 21:00:00;4,486;5,563;5,0245;63,166;73,514
04/02/2023 22:00:00;5,776;6,518;6,147;68,792;71,5
04/02/2023 23:00:00;3,364;4,086;3,725;72,633;68
04/03/2023 00:00:00;1,556;2,052;1,804;71,8;68,166
04/03/2023 01:00:00;4,935;6,102;5,5185;69,683;69
04/03/2023 02:00:00;0,948;1,413;1,1805;68,333;69
04/03/2023 03:00:00;4,128;4,882;4,505;66,725;69
04/03/2023 04:00:00;22,909;26,321;24,615;66,133;69
04/03/2023 05:00:00;57,191;65,96;61,5755;65,666;69,067
04/03/2023 06:00:00;89,387;102,655;96,021;63,541;70,416
04/03/2023 07:00:00;58,825;68,847;63,836;59,5;72,166
04/03/2023 08:00:00;54,498;63,787;59,1425;56,5;74,334
04/03/2023 09:00:00;44,03;51,74;47,885;48;79
04/03/2023 11:00:00;68,62;79,89;74,255;43;81
04/03/2023 14:00:00;46,76;52,47;49,615;36,5;86
04/03/2023 16:00:00;46,559;51,971;49,265;40,686;84,136
04/03/2023 17:00:00;36,025;39,416;37,7205;49,716;80,383
04/03/2023 18:00:00;33,413;36,487;34,95;54,216;77,3
04/03/2023 19:00:00;42,419;47,784;45,1015;56,65;76,3
04/03/2023 20:00:00;28,951;32,383;30,667;58,3;76
04/03/2023 21:00:00;32,419;36,865;34,642;62,675;75,117
04/03/2023 22:00:00;23,457;27,507;25,482;69,275;72,683
04/03/2023 23:00:00;8,907;10,571;9,739;68,166;72,4
04/04/2023 00:00:00;13,073;14,893;13,983;67,467;72
04/04/2023 01:00:00;9,692;10,898;10,295;67,8;72,034
04/04/2023 02:00:00;10,476;12,439;11,4575;66,4;72,9
04/04/2023 03:00:00;14,587;16,975;15,781;67,2;72,4
04/04/2023 04:00:00;31,803;35,494;33,6485;66,333;72,534
04/04/2023 05:00:00;99,593;112,941;106,267;67,325;72
04/04/2023 06:00:00;124,676;144,07;134,373;65,6;73,233
04/04/2023 07:00:00;62,983;71,575;67,279;60,034;75,436
04/04/2023 08:00:00;34,194;36,884;35,539;50,966;80,791
04/04/2023 13:00:00;33,434;37,468;35,451;40,5;87,084
04/04/2023 14:00:00;31,97;34,89;33,43;43;84
04/04/2023 15:00:00;26,453;31,527;28,99;43;84,25
04/04/2023 16:00:00;45,474;53,755;49,6145;43,567;83,434
04/04/2023 17:00:00;55,62;61,831;58,7255;46,605;81,57
04/04/2023 18:00:00;39,942;43,934;41,938;55,475;77,3
04/04/2023 19:00:00;26,547;28,732;27,6395;59,378;76,183
04/04/2023 20:00:00;43,366;49,201;46,2835;60,267;76,534
04/04/2023 21:00:00;20,812;23,602;22,207;66,034;73,567
04/04/2023 22:00:00;18,501;21,949;20,225;71,433;70,8
04/04/2023 23:00:00;20,626;24,339;22,4825;70,666;70,834
04/05/2023 00:00:00;18,29;20,979;19,6345;69,733;71,733
04/05/2023 01:00:00;13,269;15,562;14,4155;68,633;72
04/05/2023 02:00:00;12,989;15,479;14,234;67,4;72
04/05/2023 03:00:00;16,757;19,447;18,102;67,533;71,534
04/05/2023 04:00:00;49,254;56,263;52,7585;66,534;71,867
04/05/2023 05:00:00;49,983;55,42;52,7015;67,8;71,4
04/05/2023 06:00:00;34,727;36,331;35,529;71;70
04/05/2023 07:00:00;48,991;54,09;51,5405;67,053;73,197
04/05/2023 08:00:00;26,218;28,83;27,524;62,767;74,7
04/05/2023 09:00:00;47,4;51,15;49,275;59,5;76,5
04/05/2023 11:00:00;35,685;40,49;38,0875;42,5;83,5
04/05/2023 13:00:00;9,695;11,5;10,5975;41,5;83,5
04/05/2023 14:00:00;23,159;24,941;24,05;41,75;83,375
04/05/2023 15:00:00;18,98;20,95;19,965;45;82
04/05/2023 16:00:00;18,664;20,068;19,366;47,576;80,084
04/05/2023 17:00:00;20,488;21,95;21,219;50,125;79,25
04/05/2023 18:00:00;26,487;29,338;27,9125;54;76,75
04/05/2023 19:00:00;18,765;21,935;20,35;57,875;73,75
04/05/2023 20:00:00;19,011;20,843;19,927;62,375;72,75
04/05/2023 21:00:00;25,761;28,937;27,349;65,659;72,675
04/05/2023 22:00:00;13,099;14,972;14,0355;66,584;71,683
04/05/2023 23:00:00;4,54;5,446;4,993;68,166;70,5
04/06/2023 00:00:00;8,861;10,247;9,554;68,566;70,367
04/06/2023 01:00:00;9,877;11,997;10,937;67,367;70,966
04/06/2023 02:00:00;6,744;7,88;7,312;66,9;71
04/06/2023 03:00:00;16,377;19,766;18,0715;66,667;71
04/06/2023 04:00:00;30,826;34,966;32,896;65,133;71
04/06/2023 05:00:00;57,283;64,04;60,6615;64,8;71,166
04/06/2023 06:00:00;72,138;82,21;77,174;63,4;71,633
04/06/2023 07:00:00;47,09;53,445;50,2675;60,833;73
04/06/2023 08:00:00;50,9;54,835;52,8675;59;74
04/06/2023 09:00:00;34,48;37,187;35,8335;48;80
04/06/2023 10:00:00;38,345;39,005;38,675;47;79,5
04/06/2023 13:00:00;44,648;49,597;47,1225;41,25;84,25
04/06/2023 17:00:00;32,047;35,71;33,8785;53;77,333
04/06/2023 18:00:00;18,395;21,87;20,1325;58;75
04/06/2023 19:00:00;19,352;21,018;20,185;59,667;73,667
04/06/2023 20:00:00;17,873;20,42;19,1465;61,333;73
04/06/2023 21:00:00;7,78;9,05;8,415;62;73
04/06/2023 22:00:00;5,63;7,328;6,479;61,125;72,25
04/06/2023 23:00:00;15,052;17,958;16,505;62,383;72
04/07/2023 00:00:00;12,249;14,593;13,421;62,2;71,9
04/07/2023 01:00:00;8,674;9,851;9,2625;63,233;71
04/07/2023 02:00:00;5,221;5,759;5,49;65,166;70,166
04/07/2023 03:00:00;10,628;11,966;11,297;65,867;69
04/07/2023 04:00:00;16,607;18,514;17,5605;65,334;69
04/07/2023 05:00:00;49,815;57,367;53,591;64,966;69,767
04/07/2023 06:00:00;79,007;93,203;86,105;62,966;71,033
04/07/2023 07:00:00;48,525;56,688;52,6065;53,667;75,834
04/07/2023 08:00:00;27,322;30,066;28,694;47,625;77,625
04/07/2023 09:00:00;20,02;23,98;22;51,5;76,5
04/07/2023 12:00:00;36,02;39,145;37,5825;39,5;82
04/07/2023 13:00:00;30,596;34,673;32,6345;38,25;82,75
04/07/2023 15:00:00;24,556;26,555;25,5555;39,584;82,125
04/07/2023 16:00:00;25,543;29,091;27,317;40,534;80,764
04/07/2023 17:00:00;29,364;32,421;30,8925;44,086;78,717
04/07/2023 18:00:00;33,123;35,838;34,4805;49;77,25
04/07/2023 19:00:00;19,999;23,264;21,6315;52,833;74,889
04/07/2023 20:00:00;9,27;10,69;9,98;57;73
04/07/2023 21:00:00;15,692;18,018;16,855;58,566;72,517
04/07/2023 22:00:00;12,3;14,546;13,423;58,627;72,934
04/07/2023 23:00:00;10,607;11,895;11,251;61,425;72
04/08/2023 00:00:00;12,092;13,105;12,5985;62,775;71,303
04/08/2023 01:00:00;8,495;9,79;9,1425;63,566;70,867
04/08/2023 02:00:00;9,042;10,091;9,5665;62,733;70,5
04/08/2023 03:00:00;3,989;4,664;4,3265;60,166;69,2
04/08/2023 04:00:00;17,535;19,726;18,6305;57,567;69,308
04/08/2023 05:00:00;47,199;53,7;50,4495;55,883;69,966
04/08/2023 06:00:00;52,122;60,072;56,097;58,13;70,334
04/08/2023 07:00:00;58,782;69,167;63,9745;51,586;76,461
04/08/2023 08:00:00;53,309;61,439;57,374;36,097;87,528
04/08/2023 09:00:00;25,602;30,039;27,8205;35,75;83,916
04/08/2023 10:00:00;23,035;26,62;24,8275;35;84,5
04/08/2023 11:00:00;13,885;15,515;14,7;39;82,5
04/08/2023 12:00:00;17,477;20,392;18,9345;40,541;82,916
04/08/2023 13:00:00;17,416;19,196;18,306;42,986;81,222
04/08/2023 14:00:00;17,611;20,473;19,042;43,834;80,416
04/08/2023 15:00:00;21,144;23,73;22,437;45;80,166
04/08/2023 16:00:00;30,891;34,912;32,9015;44,834;79,25
04/08/2023 17:00:00;23,785;25,959;24,872;49,584;77,416
04/08/2023 18:00:00;33,91;36,063;34,9865;53,5;76
04/08/2023 19:00:00;23,907;26,76;25,3335;57;74,25
04/08/2023 21:00:00;16,565;17,495;17,03;60,5;73
04/08/2023 22:00:00;11,675;13,905;12,79;60,834;72,25
04/08/2023 23:00:00;10,972;12,416;11,694;60,6;72,258
04/09/2023 00:00:00;8,04;8,706;8,373;60,5;72,567
04/09/2023 01:00:00;11,132;12,075;11,6035;62,133;72
04/09/2023 02:00:00;5,639;5,845;5,742;63,6;71,2
04/09/2023 03:00:00;7,79;8,645;8,2175;64,341;70,219
04/09/2023 04:00:00;16,225;18,48;17,3525;64,283;70,1
04/09/2023 05:00:00;39,562;44,977;42,2695;62,472;71
04/09/2023 06:00:00;45,196;51,762;48,479;62,553;71,314
04/09/2023 07:00:00;47,448;55,093;51,2705;60,103;73,222
04/09/2023 08:00:00;30,309;35,98;33,1445;55,055;76,161
