Date_Mada;pm2,5_atm_a;pm2,5_atm_b;Ambohidahy;Humidity;Temperature
02/21/2023 23:00:00;12,124;14,621;13,3725;59,767;77,1
02/22/2023 00:00:00;12,457;15,779;14,118;61,367;76,667
02/22/2023 01:00:00;8,787;10,886;9,8365;64,733;76
02/22/2023 02:00:00;16,983;20,298;18,6405;65,966;76
02/22/2023 03:00:00;9,051;10,814;9,9325;63,566;74,367
02/22/2023 04:00:00;26,003;31,771;28,887;61,867;72,466
02/22/2023 05:00:00;89,247;109,177;99,212;62,633;72,9
02/22/2023 06:00:00;112,246;136,671;124,4585;59,267;74,7
02/22/2023 07:00:00;55,913;66,624;61,2685;49,666;81,733
02/22/2023 08:00:00;56,206;66,491;61,3485;30,433;98,7
02/22/2023 09:00:00;39,588;44,782;42,185;28,583;99,125
02/22/2023 10:00:00;40,603;47,091;43,847;31,944;95,447
02/22/2023 11:00:00;38,011;43,968;40,9895;31,445;94,862
02/22/2023 12:00:00;29,578;33,145;31,3615;30;93,375
02/22/2023 13:00:00;20,221;24,47;22,3455;30,791;91,666
02/22/2023 14:00:00;27,907;32,639;30,273;30,959;91,958
02/22/2023 15:00:00;31,71;37,691;34,7005;30,6;91,833
02/22/2023 16:00:00;30,256;34,971;32,6135;35,1;88,883
02/22/2023 17:00:00;17,602;19,931;18,7665;63,5;74,767
02/22/2023 18:00:00;40,909;45,766;43,3375;66,7;73,8
02/22/2023 19:00:00;36,916;42,99;39,953;63,5;75,4
02/22/2023 20:00:00;27,624;32,023;29,8235;63,733;75
02/22/2023 21:00:00;18,649;21,679;20,164;64,934;74,467
02/22/2023 22:00:00;17,895;21,139;19,517;63,933;74,733
02/22/2023 23:00:00;14,454;17,521;15,9875;62;74,934
02/23/2023 00:00:00;8,331;9,825;9,078;60,7;74,933
02/23/2023 01:00:00;5,495;6,449;5,972;60,2;74,9
02/23/2023 02:00:00;11,05;12,184;11,617;61,3;73,6
02/23/2023 03:00:00;5,088;5,807;5,4475;64,934;71,334
02/23/2023 04:00:00;13,162;15,386;14,274;65,4;70,966
02/23/2023 05:00:00;33,127;37,261;35,194;65,433;70,933
02/23/2023 06:00:00;35,652;41,778;38,715;62,766;72,267
02/23/2023 07:00:00;42,966;49,156;46,061;57,767;75,534
02/23/2023 08:00:00;45,48;53,263;49,3715;50,075;81,275
02/23/2023 09:00:00;26,02;29,977;27,9985;37,3;88,825
02/23/2023 10:00:00;23,532;25,646;24,589;43,13;83,959
02/23/2023 11:00:00;35,423;41,373;38,398;46,706;84,245
02/23/2023 12:00:00;14,934;17,643;16,2885;49,553;81,752
02/23/2023 13:00:00;26,11;30,347;28,2285;58,65;77,55
02/23/2023 14:00:00;12,225;14,477;13,351;56,584;76,945
02/23/2023 15:00:00;21,927;25,496;23,7115;48,278;80,195
02/23/2023 16:00:00;28,337;33,647;30,992;45,567;78,867
02/23/2023 17:00:00;55,066;65,282;60,174;47,8;78,566
02/23/2023 18:00:00;25,045;28,271;26,658;53,967;75,233
02/23/2023 19:00:00;21,076;24,48;22,778;56,833;72,934
02/23/2023 20:00:00;15,971;18,959;17,465;56,5;73,4
02/23/2023 21:00:00;5,873;7,548;6,7105;61,567;71,867
02/23/2023 22:00:00;8,933;11,62;10,2765;66,4;70,367
02/23/2023 23:00:00;3,628;4,443;4,0355;65,633;70,834
02/24/2023 00:00:00;2,808;3,739;3,2735;65,9;70,733
02/24/2023 01:00:00;3,315;4,2;3,7575;65,3;70,966
02/24/2023 02:00:00;11,611;14,42;13,0155;65,466;70,867
02/24/2023 03:00:00;8,097;10,114;9,1055;64,967;70,966
02/24/2023 04:00:00;16,006;19,063;17,5345;63,6;71,2
02/24/2023 05:00:00;26,37;31,046;28,708;62;71,2
02/24/2023 06:00:00;27,869;32,838;30,3535;62,767;70,567
02/24/2023 07:00:00;24,429;29,206;26,8175;56,6;73,525
02/24/2023 08:00:00;21,947;25,634;23,7905;41,758;82,575
02/24/2023 09:00:00;18,828;21,739;20,2835;34,283;86,847
02/24/2023 10:00:00;22,859;26,639;24,749;28,652;89,236
02/24/2023 11:00:00;14,882;17,285;16,0835;30,45;86,7
02/24/2023 12:00:00;12,599;14,832;13,7155;35,666;83,249
02/24/2023 13:00:00;17,273;19,901;18,587;37,075;83,542
02/24/2023 14:00:00;17,829;20,517;19,173;37,067;83,708
02/24/2023 15:00:00;14,583;17,657;16,12;35,784;83,117
02/24/2023 16:00:00;26,644;30,698;28,671;35,159;82,833
02/24/2023 17:00:00;26,599;30,206;28,4025;37,867;80,933
02/24/2023 18:00:00;30,544;35,266;32,905;42,867;77,8
02/24/2023 19:00:00;23,816;26,837;25,3265;47,5;75,7
02/24/2023 20:00:00;15,184;17,675;16,4295;54,4;73,867
02/24/2023 21:00:00;12,06;14,317;13,1885;57,8;72,566
02/24/2023 22:00:00;12,386;14,575;13,4805;60,767;71,267
02/24/2023 23:00:00;10,231;12,339;11,285;61,933;69,8
02/25/2023 00:00:00;8,338;9,978;9,158;62,067;69,066
02/25/2023 01:00:00;9,139;10,792;9,9655;60,8;68,4
02/25/2023 02:00:00;8,929;10,833;9,881;62,966;67,8
02/25/2023 03:00:00;6,771;8,117;7,444;63,933;66,633
02/25/2023 04:00:00;9,781;11,299;10,54;60,967;65,4
02/25/2023 05:00:00;32,591;39,208;35,8995;58,7;65,933
02/25/2023 06:00:00;41,714;48,373;45,0435;53,4;68,066
02/25/2023 07:00:00;43,093;48,642;45,8675;40,433;77,233
02/25/2023 08:00:00;37,16;42,282;39,721;33,567;81,167
02/25/2023 09:00:00;32,455;37,807;35,131;35,066;85,334
02/25/2023 10:00:00;18,105;20,657;19,381;37,5;86,267
02/25/2023 11:00:00;13,351;15,94;14,6455;38,6;85,633
02/25/2023 12:00:00;19,268;22,746;21,007;39,867;83,233
02/25/2023 13:00:00;12,163;14,618;13,3905;36,333;83,066
02/25/2023 14:00:00;12,218;14,866;13,542;35,734;83,466
02/25/2023 15:00:00;10,356;12,494;11,425;35,733;83,8
02/25/2023 16:00:00;7,727;8,976;8,3515;38,183;81,775
02/25/2023 17:00:00;14,462;16,584;15,523;39,483;80,592
02/25/2023 18:00:00;18,758;21,762;20,26;44,334;78,233
02/25/2023 19:00:00;19,548;22,648;21,098;51,908;75,9
02/25/2023 20:00:00;13,884;16,313;15,0985;59,5;73,867
02/25/2023 21:00:00;11,695;14,264;12,9795;60,8;72,7
02/25/2023 22:00:00;5,429;6,888;6,1585;61,966;71,6
02/25/2023 23:00:00;5,466;6,95;6,208;62,3;70,934
02/26/2023 00:00:00;4,301;4,915;4,608;62,433;70,233
02/26/2023 01:00:00;2,465;2,963;2,714;63,834;69,367
02/26/2023 02:00:00;2,222;2,691;2,4565;64,867;68,6
02/26/2023 03:00:00;2,134;2,486;2,31;65,066;67,567
02/26/2023 04:00:00;10,026;12,787;11,4065;64,566;67
02/26/2023 05:00:00;28,681;34,398;31,5395;63,966;67,034
02/26/2023 06:00:00;53,424;63,376;58,4;62,9;67,9
02/26/2023 07:00:00;25,124;29,218;27,171;52,067;75,367
02/26/2023 08:00:00;12,906;15,264;14,085;34,2;88
02/26/2023 09:00:00;12,332;14,688;13,51;31,233;89,966
02/26/2023 10:00:00;12,674;15,413;14,0435;31,867;88,966
02/26/2023 11:00:00;12,167;14,634;13,4005;32,767;86,733
02/26/2023 12:00:00;8,96;11,415;10,1875;35,466;83,466
02/26/2023 13:00:00;8,924;11,315;10,1195;34,7;84,4
02/26/2023 14:00:00;9,225;11,346;10,2855;36;83,667
02/26/2023 15:00:00;6,309;7,717;7,013;36,003;84,097
02/26/2023 16:00:00;9,813;11,873;10,843;35,6;83,5
02/26/2023 17:00:00;12,273;14,688;13,4805;38,733;82,067
02/26/2023 18:00:00;18,098;20,179;19,1385;45,308;78,934
02/26/2023 19:00:00;15,177;17,348;16,2625;51,3;76,633
02/26/2023 20:00:00;13,546;15,694;14,62;56,633;74,9
02/26/2023 21:00:00;8,986;10,76;9,873;59,333;73,767
02/26/2023 22:00:00;8,18;9,683;8,9315;60,267;72,633
02/26/2023 23:00:00;3,561;4,182;3,8715;61,934;71,4
02/27/2023 00:00:00;3,288;3,98;3,634;63,534;70,7
02/27/2023 01:00:00;3,974;4,723;4,3485;64,767;69,867
02/27/2023 02:00:00;3,974;5,098;4,536;65,034;69,7
02/27/2023 03:00:00;5,04;6,021;5,5305;65,466;68,767
02/27/2023 04:00:00;18,537;21,259;19,898;65,7;68,433
02/27/2023 05:00:00;52,238;60,956;56,597;63,333;69,4
02/27/2023 06:00:00;51,254;58,965;55,1095;62,867;69,35
02/27/2023 07:00:00;43,836;50,486;47,161;54,867;74,633
02/27/2023 08:00:00;30,796;35,148;32,972;38,167;86,35
02/27/2023 09:00:00;25,198;28,927;27,0625;33,456;89,913
02/27/2023 10:00:00;25,986;28,744;27,365;31,625;90,883
02/27/2023 11:00:00;24,562;28,718;26,64;30,787;90,067
02/27/2023 12:00:00;16,527;19,349;17,938;34,053;85,5
02/27/2023 13:00:00;16,296;18,808;17,552;32,675;85,294
02/27/2023 14:00:00;14,973;18,735;16,854;29,458;85,358
02/27/2023 15:00:00;23,246;27,176;25,211;27,152;86,344
02/27/2023 16:00:00;19,476;22,69;21,083;26,4;86,666
02/27/2023 17:00:00;30,429;34,615;32,522;37,233;83,4
02/27/2023 18:00:00;16,971;19,572;18,2715;46,883;79,008
02/27/2023 19:00:00;16,05;18,832;17,441;53,367;76,133
02/27/2023 20:00:00;15,259;17,409;16,334;56,834;74,4
02/27/2023 21:00:00;7,717;9,247;8,482;58,025;72,966
02/27/2023 22:00:00;6,226;8,07;7,148;58,9;71,9
02/27/2023 23:00:00;5,768;7,171;6,4695;57,392;72,6
02/28/2023 00:00:00;2,093;2,736;2,4145;56,9;72,2
02/28/2023 01:00:00;6,002;7,226;6,614;54,334;72,533
02/28/2023 02:00:00;5,618;6,72;6,169;55,534;72,3
02/28/2023 03:00:00;5,48;6,822;6,151;57,7;71,533
02/28/2023 04:00:00;14,688;17,875;16,2815;59,889;70,4
02/28/2023 05:00:00;59,867;69,99;64,9285;60,933;70,334
02/28/2023 06:00:00;55,047;65,595;60,321;58,2;71,933
02/28/2023 07:00:00;39,96;46,638;43,299;54,825;74,191
02/28/2023 08:00:00;23,791;26,688;25,2395;44,514;79,625
02/28/2023 09:00:00;25,563;29,313;27,438;33,706;89,445
02/28/2023 10:00:00;26,858;30,404;28,631;32,334;89,498
02/28/2023 11:00:00;20,275;24,134;22,2045;30,875;89,291
02/28/2023 12:00:00;20,238;23,498;21,868;32,833;87,334
02/28/2023 13:00:00;23,463;26,383;24,923;32,201;87,117
02/28/2023 14:00:00;24,862;28,96;26,911;32,519;86,93
02/28/2023 15:00:00;15,99;19,049;17,5195;32,714;86,783
02/28/2023 16:00:00;38,592;44,146;41,369;33,8;85,7
02/28/2023 17:00:00;31,968;36,938;34,453;40,375;83,35
02/28/2023 18:00:00;18,728;21,328;20,028;50,067;78,5
02/28/2023 19:00:00;20,848;24,216;22,532;54,666;75,417
02/28/2023 20:00:00;15,582;18,518;17,05;66,8;70,367
02/28/2023 21:00:00;17,334;20,677;19,0055;71,592;68,767
02/28/2023 22:00:00;9,764;12,087;10,9255;69,167;69,566
02/28/2023 23:00:00;4,592;6,034;5,313;68,633;69,166
03/01/2023 00:00:00;3,582;4,837;4,2095;68,633;69,4
03/01/2023 01:00:00;4,909;6,2;5,5545;66,667;69,733
03/01/2023 02:00:00;12,044;15,388;13,716;65,334;70,4
03/01/2023 03:00:00;20,935;25,422;23,1785;65,733;70,6
03/01/2023 04:00:00;27,645;31,675;29,66;65,067;71
03/01/2023 05:00:00;66,256;77,744;72;65;71
03/01/2023 06:00:00;60,27;70,526;65,398;63,466;71,767
03/01/2023 07:00:00;76,626;88,514;82,57;59,867;73,934
03/01/2023 08:00:00;61,658;71,582;66,62;53,764;76,475
03/01/2023 09:00:00;71,409;81,945;76,677;48,362;79,713
03/01/2023 10:00:00;58,398;67,019;62,7085;42,334;83,959
03/01/2023 11:00:00;62,312;71,808;67,06;36,166;89,066
03/01/2023 12:00:00;43,173;48,727;45,95;35,631;88,763
03/01/2023 13:00:00;46,595;52,992;49,7935;33,728;89,666
03/01/2023 14:00:00;28,352;31,678;30,015;39,125;86,681
03/01/2023 15:00:00;21,532;25,505;23,5185;41,5;83,872
03/01/2023 16:00:00;46,278;52,642;49,46;49,559;80,9
03/01/2023 17:00:00;81;94,597;87,7985;67,108;73,584
03/01/2023 18:00:00;88,158;103,087;95,6225;66,333;74,933
03/01/2023 19:00:00;38,544;44,126;41,335;69,033;72,334
03/01/2023 20:00:00;30,892;36,396;33,644;71,9;70,633
03/01/2023 21:00:00;31,507;37,245;34,376;70,6;71
03/01/2023 22:00:00;16,631;20,332;18,4815;70,133;71
03/01/2023 23:00:00;16,976;21,058;19,017;70,233;71
03/02/2023 00:00:00;22,345;27,148;24,7465;69,945;71,644
03/02/2023 01:00:00;11,465;14,248;12,8565;67,834;72
03/02/2023 02:00:00;12,185;15,684;13,9345;66,466;72
03/02/2023 03:00:00;21,338;26,08;23,709;66,1;72
03/02/2023 04:00:00;37,125;43,688;40,4065;66,133;72,466
03/02/2023 05:00:00;84,571;100,322;92,4465;66,833;72,166
03/02/2023 06:00:00;71,782;84,154;77,968;65,166;73,133
03/02/2023 07:00:00;108,565;127,901;118,233;60,466;75,8
03/02/2023 08:00:00;65,043;73,923;69,483;37,034;92,3
03/02/2023 09:00:00;61,82;70,383;66,1015;31;97
03/02/2023 10:00:00;73,62;83,549;78,5845;41,117;86,972
03/02/2023 11:00:00;49,695;56,245;52,97;35,591;90,975
03/02/2023 12:00:00;43,962;51,097;47,5295;35,27;89,903
03/02/2023 13:00:00;41,972;48,679;45,3255;34,075;90,767
03/02/2023 14:00:00;28,938;31,724;30,331;39,75;89,083
03/02/2023 15:00:00;27,147;31,636;29,3915;41,806;86,236
03/02/2023 16:00:00;38,562;44,974;41,768;48,5;82,708
03/02/2023 17:00:00;61,701;69,361;65,531;49,067;81,825
03/02/2023 18:00:00;61,146;69,262;65,204;52,617;79,467
03/02/2023 19:00:00;52,582;60,721;56,6515;63,13;76,75
03/02/2023 20:00:00;43,684;49,305;46,4945;63,633;76
03/02/2023 21:00:00;29,708;35,603;32,6555;64,316;75,2
03/02/2023 22:00:00;28,07;33,117;30,5935;64,2;75,166
03/02/2023 23:00:00;20,197;23,905;22,051;63,6;74,934
03/03/2023 00:00:00;10,068;12,867;11,4675;64,966;73,867
03/03/2023 01:00:00;13,667;16,91;15,2885;65,867;73,233
03/03/2023 02:00:00;9,604;11,772;10,688;65,233;73,166
03/03/2023 03:00:00;17,084;20,944;19,014;66,133;73
03/03/2023 04:00:00;32,866;38,81;35,838;65,867;73,133
03/03/2023 05:00:00;77,911;92,504;85,2075;66,7;73,4
03/03/2023 06:00:00;83,499;98,028;90,7635;65,434;74,034
03/03/2023 07:00:00;89,791;103,315;96,553;59,425;77,25
03/03/2023 08:00:00;71,618;83,217;77,4175;53,367;80,434
03/03/2023 09:00:00;66,055;75,764;70,9095;41,675;87,825
03/03/2023 10:00:00;54,627;62,821;58,724;36,441;91,909
03/03/2023 11:00:00;58,499;65,623;62,061;41,65;87,892
03/03/2023 12:00:00;55,891;64,362;60,1265;56,166;79,392
03/03/2023 13:00:00;64,396;75,492;69,944;64,089;75,166
03/03/2023 14:00:00;52,299;60,356;56,3275;59,286;78,35
03/03/2023 15:00:00;65,188;77,121;71,1545;56,75;79,55
03/03/2023 16:00:00;89,909;104,998;97,4535;64,233;75,6
03/03/2023 17:00:00;93,757;106,275;100,016;63,773;76,675
03/03/2023 18:00:00;62,783;70,725;66,754;67,725;73,55
03/03/2023 19:00:00;87,356;101,802;94,579;69,7;72,7
03/03/2023 20:00:00;39,826;46,41;43,118;71,584;71,834
03/03/2023 21:00:00;68,637;81,343;74,99;71,5;72,5
03/03/2023 22:00:00;49,23;58,195;53,7125;70,133;73
03/03/2023 23:00:00;34,034;40,451;37,2425;68,666;72,934
03/04/2023 00:00:00;31,012;36,117;33,5645;68,1;72,066
03/04/2023 01:00:00;15,226;19,074;17,15;67;72,066
03/04/2023 02:00:00;15,974;19,652;17,813;67,1;71,867
03/04/2023 03:00:00;21,529;26,509;24,019;66,8;71,666
03/04/2023 04:00:00;34,653;42,05;38,3515;65,7;72
03/04/2023 05:00:00;101,922;123,573;112,7475;68,4;71,2
03/04/2023 06:00:00;90,634;108,451;99,5425;67,7;71,666
03/04/2023 07:00:00;75,27;90,145;82,7075;60,034;75,533
03/04/2023 08:00:00;79,624;94,181;86,9025;52,316;79,953
03/04/2023 09:00:00;64,447;74,782;69,6145;42,709;87,084
03/04/2023 10:00:00;44,177;50,115;47,146;37,767;89,9
03/04/2023 11:00:00;40,407;46,686;43,5465;37,966;88,267
03/04/2023 12:00:00;45,711;52,873;49,292;45,983;83,752
03/04/2023 13:00:00;49,38;56,692;53,036;50,805;83,07
03/04/2023 14:00:00;39,404;46,406;42,905;57,541;79,909
03/04/2023 15:00:00;44,24;49,659;46,9495;59,367;77,358
03/04/2023 16:00:00;50,158;58,389;54,2735;55,966;78,466
03/04/2023 17:00:00;50,352;57,527;53,9395;55,434;77,633
03/04/2023 18:00:00;44,022;50,248;47,135;57,2;75,633
03/04/2023 19:00:00;44,772;50,273;47,5225;58,666;75
03/04/2023 20:00:00;47,103;52,487;49,795;59,633;75
03/04/2023 21:00:00;37,748;42,78;40,264;61,733;74,267
03/04/2023 22:00:00;26,511;31,316;28,9135;63,2;73,334
03/04/2023 23:00:00;28,902;33,359;31,1305;63,6;73
03/05/2023 00:00:00;10,87;12,577;11,7235;62,067;73
03/05/2023 01:00:00;14,849;17,698;16,2735;62,966;72,934
03/05/2023 02:00:00;9,488;11,641;10,5645;66,1;72
03/05/2023 03:00:00;12,771;15,296;14,0335;67,267;72
03/05/2023 04:00:00;18,773;22,09;20,4315;68,3;71,966
03/05/2023 05:00:00;34,665;39,905;37,285;68,567;71,934
03/05/2023 06:00:00;53,368;63,324;58,346;66,206;72,817
03/05/2023 07:00:00;42,284;48,698;45,491;62,228;75,055
03/05/2023 08:00:00;32,962;38,775;35,8685;56,6;77,9
03/05/2023 09:00:00;40,699;47,215;43,957;48,067;84,434
03/05/2023 10:00:00;31,663;36,32;33,9915;41,233;88,833
03/05/2023 11:00:00;23,21;27,14;25,175;44,3;86,867
03/05/2023 12:00:00;22,325;25,728;24,0265;43,533;86,9
03/05/2023 13:00:00;20,836;24,099;22,4675;42,875;87,392
03/05/2023 14:00:00;21,175;25,175;23,175;54,2;81,7
03/05/2023 15:00:00;23,673;28,184;25,9285;60,758;78,575
03/05/2023 16:00:00;17,557;21,62;19,5885;53,233;79,434
03/05/2023 17:00:00;27,931;32,149;30,04;56,317;77,8
03/05/2023 18:00:00;29,543;34,031;31,787;62,766;75
03/05/2023 19:00:00;26,172;30,265;28,2185;62,966;74,966
03/05/2023 20:00:00;23,514;27,782;25,648;63,1;74,388
03/05/2023 21:00:00;14,168;17,169;15,6685;63,85;74
03/05/2023 22:00:00;17,732;21,325;19,5285;63,5;73,934
03/05/2023 23:00:00;4,041;5,266;4,6535;64,666;73,2
03/06/2023 00:00:00;3,032;3,838;3,435;69,6;72,166
03/06/2023 01:00:00;3,352;4,304;3,828;72,334;71
03/06/2023 02:00:00;2,207;3,066;2,6365;71,067;71,633
03/06/2023 03:00:00;4,345;5,675;5,01;69,034;71,7
03/06/2023 04:00:00;12,779;15,375;14,077;69,966;71
03/06/2023 05:00:00;37,481;43,165;40,323;68,9;71,367
03/06/2023 06:00:00;51,712;60,414;56,063;69,666;71,966
03/06/2023 07:00:00;64,645;73,825;69,235;68,834;73,267
03/06/2023 08:00:00;60,754;67,033;63,8935;56,442;79,608
03/06/2023 09:00:00;51,487;58,485;54,986;57,469;77,716
03/06/2023 10:00:00;46,658;53,032;49,845;50,416;81,57
03/06/2023 11:00:00;43,7;49,418;46,559;50,811;80,727
03/06/2023 12:00:00;46,066;52,858;49,462;50,389;83,069
03/06/2023 13:00:00;40,245;44,59;42,4175;47,328;84
03/06/2023 14:00:00;35,263;40,329;37,796;51,312;82,072
03/06/2023 15:00:00;41,827;45,201;43,514;47,477;84,789
03/06/2023 16:00:00;46,125;51,956;49,0405;61,967;76,742
03/06/2023 17:00:00;77,917;88,02;82,9685;63,467;76,466
03/06/2023 18:00:00;62,154;71,886;67,02;61,633;76,166
03/06/2023 19:00:00;46,995;53,309;50,152;63,267;74,966
03/06/2023 20:00:00;26,627;31,742;29,1845;63,433;74,034
03/06/2023 21:00:00;31,066;36,022;33,544;64,666;74
03/06/2023 22:00:00;11,571;13,994;12,7825;65,034;73,233
03/06/2023 23:00:00;15,011;16,651;15,831;66,333;72,4
03/07/2023 00:00:00;4,629;5,492;5,0605;67;72,034
03/07/2023 01:00:00;7,533;9,213;8,373;66,5;72,233
03/07/2023 02:00:00;8,102;10,064;9,083;66,467;72,133
03/07/2023 03:00:00;10,401;12,2;11,3005;67,4;70,767
03/07/2023 04:00:00;31,506;35,042;33,274;68,167;70,5
03/07/2023 05:00:00;53,471;62,383;57,927;66,966;71,133
03/07/2023 06:00:00;57,185;67,696;62,4405;66,166;72,1
03/07/2023 07:00:00;52,237;59,588;55,9125;60,233;75,6
03/07/2023 08:00:00;39,699;44,882;42,2905;47,966;82,034
03/07/2023 09:00:00;45,868;52,226;49,047;40,178;86,922
03/07/2023 10:00:00;42,861;47,951;45,406;33;92,945
03/07/2023 11:00:00;33,715;37,602;35,6585;33,722;90,195
03/07/2023 12:00:00;33,494;38,279;35,8865;35,672;88,245
03/07/2023 13:00:00;31,419;36,215;33,817;35,017;88,642
03/07/2023 14:00:00;41,264;47,511;44,3875;33,544;87,892
03/07/2023 15:00:00;37,529;42,519;40,024;33,575;88,208
03/07/2023 16:00:00;52,169;59,401;55,785;36;86,933
03/07/2023 17:00:00;69,715;79,35;74,5325;56,986;77,728
03/07/2023 18:00:00;80,66;96,112;88,386;61,925;74,867
03/07/2023 19:00:00;63,211;73,747;68,479;61,892;75
03/07/2023 20:00:00;38,924;44,99;41,957;63,867;73,9
03/07/2023 21:00:00;42,716;49,77;46,243;64,833;73
03/07/2023 22:00:00;32,895;38,912;35,9035;64,5;73
03/07/2023 23:00:00;33,773;40,644;37,2085;66,3;73
03/08/2023 00:00:00;22,065;26,846;24,4555;66,6;73
03/08/2023 01:00:00;7,113;8,706;7,9095;65,966;73
03/08/2023 02:00:00;8,294;10,328;9,311;67,133;72,5
03/08/2023 03:00:00;15,153;17,46;16,3065;67,3;72
03/08/2023 04:00:00;31,722;36,625;34,1735;66,666;72
03/08/2023 05:00:00;81,941;96,553;89,247;66,367;71,267
03/08/2023 06:00:00;86,075;99,381;92,728;65,7;71,633
03/08/2023 07:00:00;82,813;95,548;89,1805;55,025;77,791
03/08/2023 08:00:00;65,618;76,607;71,1125;38,536;89,417
03/08/2023 09:00:00;59,965;67,671;63,818;29,667;97,167
03/08/2023 10:00:00;70,23;80,718;75,474;28;97,75
03/08/2023 11:00:00;36,084;41,398;38,741;35,25;90,167
03/08/2023 12:00:00;34,885;38,547;36,716;35;89
03/08/2023 13:00:00;40,75;45,635;43,1925;30,742;89,561
03/08/2023 14:00:00;34,428;38,846;36,637;33,711;88,889
03/08/2023 15:00:00;34,623;39,29;36,9565;34,059;88,875
03/08/2023 16:00:00;42,462;48,492;45,477;35,133;87,966
03/08/2023 17:00:00;45,591;52,452;49,0215;36,534;86,4
03/08/2023 18:00:00;56,578;64,099;60,3385;42,492;83,042
03/08/2023 19:00:00;47,648;54,37;51,009;47,258;80,667
03/08/2023 20:00:00;26,315;30,245;28,28;53,4;77,4
03/08/2023 21:00:00;23,33;28,195;25,7625;54,3;76,834
03/08/2023 22:00:00;16,267;19,531;17,899;56,733;75,466
03/08/2023 23:00:00;27,072;29,439;28,2555;58,2;74,767
03/09/2023 00:00:00;15,215;17,701;16,458;59,4;73,666
03/09/2023 01:00:00;11,427;13,525;12,476;59,3;73,133
03/09/2023 02:00:00;13,753;17,008;15,3805;60,933;73
03/09/2023 03:00:00;16,331;19,096;17,7135;61,633;73,267
03/09/2023 04:00:00;34,117;38,237;36,177;61,633;72,966
03/09/2023 05:00:00;88,131;103,401;95,766;63;72,233
03/09/2023 06:00:00;83,595;99,145;91,37;61,133;73,767
03/09/2023 07:00:00;73,147;86,077;79,612;47,7;82,767
03/09/2023 08:00:00;54,324;61,396;57,86;32;94,875
03/09/2023 09:00:00;42,39;45,77;44,08;27;97
03/09/2023 12:00:00;37,705;42,675;40,19;33,5;90,5
03/09/2023 13:00:00;38,587;43,21;40,8985;28,875;91,625
03/09/2023 14:00:00;32,43;38,09;35,26;28;91
03/09/2023 15:00:00;32,028;36,793;34,4105;37,584;88,317
03/09/2023 16:00:00;35,289;40,088;37,6885;47,233;81,933
03/09/2023 17:00:00;40,072;45,29;42,681;72,367;70,534
03/09/2023 18:00:00;82,219;91,898;87,0585;73,067;71,667
03/09/2023 19:00:00;57,093;63,52;60,3065;72,133;71,833
03/09/2023 20:00:00;38,123;43,486;40,8045;71,867;71,966
03/09/2023 21:00:00;38,224;44,243;41,2335;70,3;72,934
03/09/2023 22:00:00;30,873;35,654;33,2635;70,933;72,166
03/09/2023 23:00:00;25,4;29,145;27,2725;69,733;72,233
03/10/2023 00:00:00;11,294;12,767;12,0305;68,2;72,167
03/10/2023 01:00:00;3,79;4,349;4,0695;67,3;71,966
03/10/2023 02:00:00;7,723;9,91;8,8165;67,034;72
03/10/2023 03:00:00;17,774;20,191;18,9825;67;71,966
03/10/2023 04:00:00;36,445;39,974;38,2095;65,966;72
03/10/2023 05:00:00;56,609;65,321;60,965;66,3;72
03/10/2023 06:00:00;38,216;42,758;40,487;65,566;72,166
03/10/2023 07:00:00;19,12;22,129;20,6245;54,716;77,716
03/10/2023 08:00:00;22,605;26,046;24,3255;43,763;84,65
03/10/2023 09:00:00;36,734;42,063;39,3985;50,028;79,388
03/10/2023 10:00:00;34,864;39,569;37,2165;39,945;87,055
03/10/2023 11:00:00;23,681;26,495;25,088;39,533;87,35
03/10/2023 12:00:00;33,504;35,188;34,346;37,166;88,834
03/10/2023 13:00:00;43,053;49,04;46,0465;37,5;89,709
03/10/2023 14:00:00;19,305;21,966;20,6355;36,834;89,5
03/10/2023 15:00:00;25,669;28,106;26,8875;39,945;87,662
03/10/2023 16:00:00;28,13;31,368;29,749;42,633;85,358
03/10/2023 17:00:00;20,258;22,628;21,443;51,667;79,6
03/10/2023 18:00:00;30,584;34,855;32,7195;58,034;75,667
03/10/2023 19:00:00;48,409;54,759;51,584;67,8;71,4
03/10/2023 20:00:00;35,117;40,434;37,7755;66,967;70,467
03/10/2023 21:00:00;47,576;55,358;51,467;66,566;71
03/10/2023 22:00:00;33,931;39,215;36,573;64,867;71,567
03/10/2023 23:00:00;39,459;46,852;43,1555;63,2;71,566
03/11/2023 00:00:00;18,349;20,596;19,4725;64,633;71,966
03/11/2023 01:00:00;8,084;9,772;8,928;64,966;71,433
03/11/2023 02:00:00;4,762;5,656;5,209;65,867;70,434
03/11/2023 03:00:00;8,64;10,455;9,5475;65,433;70,7
03/11/2023 04:00:00;19,919;23,54;21,7295;64,334;71
03/11/2023 05:00:00;60,898;69,817;65,3575;62,6;71
03/11/2023 06:00:00;52,043;59,132;55,5875;61,567;71,867
03/11/2023 07:00:00;43,299;49,69;46,4945;55,867;75,233
03/11/2023 08:00:00;34,187;40,033;37,11;54,4;75,267
03/11/2023 09:00:00;26,818;31,221;29,0195;52,867;76,533
03/11/2023 10:00:00;29,992;33,061;31,5265;47,8;80,833
03/11/2023 11:00:00;28,951;33,352;31,1515;44,383;82,544
03/11/2023 12:00:00;27,701;32,138;29,9195;42,433;84,3
