Date_mada;pm2,5_atm_a;pm2,5_atm_b;Soanierana;Humidity;Temperature
03/30/2023 12:00:00;9,902;8,821;9,3615;40,45;88,017
03/30/2023 13:00:00;8,742;7,816;8,279;40;87,8
03/30/2023 14:00:00;12,47;11,888;12,179;41,367;86,6
03/30/2023 15:00:00;14,601;13,275;13,938;49,733;82,6
03/30/2023 16:00:00;33,903;32,164;33,0335;60,534;78,5
03/30/2023 17:00:00;29,157;27,501;28,329;60,667;77,566
03/30/2023 18:00:00;38,38;35,935;37,1575;64,567;75,733
03/30/2023 19:00:00;30,764;28,702;29,733;65,3;73,3
03/30/2023 20:00:00;4,444;3,638;4,041;70,2;69,166
03/30/2023 21:00:00;9,319;7,865;8,592;68,534;70,767
03/30/2023 22:00:00;11,334;9,598;10,466;68,534;70,9
03/30/2023 23:00:00;9,462;8,049;8,7555;70,067;70
03/31/2023 00:00:00;6,053;5,026;5,5395;71,1;69,267
03/31/2023 01:00:00;3,877;3,099;3,488;71,333;69,5
03/31/2023 02:00:00;12,577;10,96;11,7685;69,8;70,966
03/31/2023 03:00:00;12,556;11,067;11,8115;69,966;71
03/31/2023 04:00:00;18,258;17,242;17,75;69,1;71
03/31/2023 05:00:00;70,457;66,591;68,524;69,034;71,9
03/31/2023 06:00:00;57,958;54,813;56,3855;69,033;72,2
03/31/2023 07:00:00;32,052;30,088;31,07;66,833;73,466
03/31/2023 08:00:00;13,043;12,079;12,561;55,834;78,733
03/31/2023 09:00:00;12,05;10,568;11,309;54,333;78,167
03/31/2023 10:00:00;11,608;10,775;11,1915;50,433;81,2
03/31/2023 11:00:00;12,306;11,21;11,758;45,466;84,267
03/31/2023 12:00:00;17,633;15,671;16,652;43,1;85,633
03/31/2023 13:00:00;11,245;10,058;10,6515;41,567;86,666
03/31/2023 14:00:00;5,277;4,407;4,842;41,758;86,55
03/31/2023 15:00:00;6,803;5,735;6,269;43,333;85,233
03/31/2023 16:00:00;7,679;6,881;7,28;44;83,434
03/31/2023 17:00:00;21,45;20,235;20,8425;49,067;80,067
03/31/2023 18:00:00;40,832;38,87;39,851;54,233;77,4
03/31/2023 19:00:00;43,913;41,582;42,7475;58,234;76,367
03/31/2023 20:00:00;17,822;16,143;16,9825;62,133;74,7
03/31/2023 21:00:00;10,473;9,687;10,08;65,633;73,566
03/31/2023 22:00:00;5,628;4,982;5,305;65,067;72,267
03/31/2023 23:00:00;5,16;4,438;4,799;65,8;71,4
04/01/2023 00:00:00;3,974;3,329;3,6515;65;70,267
04/01/2023 01:00:00;3,387;2,785;3,086;64,133;69,334
04/01/2023 02:00:00;4,213;3,582;3,8975;64,267;69
04/01/2023 03:00:00;11,08;10,053;10,5665;63,2;69,334
04/01/2023 04:00:00;11,005;9,969;10,487;63,034;69,066
04/01/2023 05:00:00;17,675;16,444;17,0595;64,5;68,8
04/01/2023 06:00:00;36,714;35,503;36,1085;62,666;71,067
04/01/2023 07:00:00;28,851;27,005;27,928;59,834;72,567
04/01/2023 08:00:00;13,244;12,014;12,629;54,6;76,934
04/01/2023 09:00:00;13,535;12,389;12,962;47,767;81,3
04/01/2023 10:00:00;20,288;18,91;19,599;41,084;83,37
04/01/2023 11:00:00;12,796;11,847;12,3215;35,5;86,067
04/01/2023 12:00:00;10,153;9,124;9,6385;33,1;87,066
04/01/2023 13:00:00;4,405;3,835;4,12;33,367;87,1
04/01/2023 14:00:00;4,333;3,675;4,004;35,834;86,666
04/01/2023 15:00:00;7,163;6,348;6,7555;38,466;85,033
04/01/2023 16:00:00;20,309;18,853;19,581;42,4;83,034
04/01/2023 17:00:00;22,666;21,21;21,938;48,133;79,967
04/01/2023 18:00:00;28,393;26,155;27,274;52,066;78
04/01/2023 19:00:00;20,409;18,881;19,645;54,666;76,867
04/01/2023 20:00:00;12,959;11,787;12,373;60;74,867
04/01/2023 21:00:00;10,087;8,944;9,5155;64,233;73,466
04/01/2023 22:00:00;8,314;7,236;7,775;65,133;73,2
04/01/2023 23:00:00;6,86;6,127;6,4935;65;73
04/02/2023 00:00:00;6,427;5,702;6,0645;64,9;73
04/02/2023 01:00:00;8,607;7,94;8,2735;63,633;73
04/02/2023 02:00:00;9,204;8,384;8,794;63,7;72,867
04/02/2023 03:00:00;8,039;7,259;7,649;64,233;72
04/02/2023 04:00:00;11,718;10,671;11,1945;64,333;72,066
04/02/2023 05:00:00;13,978;12,654;13,316;64,966;72
04/02/2023 06:00:00;21,718;19,955;20,8365;60,3;74,566
04/02/2023 07:00:00;15,758;14,573;15,1655;48,966;80,9
04/02/2023 08:00:00;13,666;12,654;13,16;56,267;74,733
04/02/2023 09:00:00;13,682;12,561;13,1215;53,666;77,467
04/02/2023 10:00:00;18,141;16,497;17,319;49,1;81,466
04/02/2023 11:00:00;13,383;12,066;12,7245;44,4;84,7
04/02/2023 12:00:00;13,076;11,912;12,494;42,7;86,034
04/02/2023 13:00:00;6,444;5,63;6,037;43,4;85,166
04/02/2023 14:00:00;7,921;7,059;7,49;45,933;83,4
04/02/2023 15:00:00;13,127;11,664;12,3955;53,666;81,867
04/02/2023 16:00:00;10,496;9,645;10,0705;50,167;81,267
04/02/2023 17:00:00;24,784;23,249;24,0165;54,166;78,8
04/02/2023 18:00:00;21,381;19,898;20,6395;58,934;76,133
04/02/2023 19:00:00;15,259;13,938;14,5985;63,233;74,5
04/02/2023 20:00:00;8,771;7,916;8,3435;66,133;73,233
04/02/2023 21:00:00;6,043;5,534;5,7885;67,367;73
04/02/2023 22:00:00;3,511;3,101;3,306;69,733;71,534
04/02/2023 23:00:00;0,195;0,182;0,1885;70,733;68,966
04/03/2023 00:00:00;0,179;0,086;0,1325;69,7;70
04/03/2023 01:00:00;0,175;0,169;0,172;68,667;70,166
04/03/2023 02:00:00;0,524;0,456;0,49;69,6;69,4
04/03/2023 03:00:00;2,71;2,346;2,528;69,1;68,6
04/03/2023 04:00:00;13,259;12,005;12,632;68,534;68,6
04/03/2023 05:00:00;22,373;21,498;21,9355;68,767;68,166
04/03/2023 06:00:00;21,118;19,342;20,23;68,334;69,067
04/03/2023 07:00:00;23,029;21,217;22,123;64,4;70,9
04/03/2023 08:00:00;19,003;17,122;18,0625;60,734;73,133
04/03/2023 09:00:00;26,166;24,139;25,1525;54,666;76,6
04/03/2023 10:00:00;18,951;16,925;17,938;46,5;81,342
04/03/2023 11:00:00;19,023;17,21;18,1165;43,033;83,334
04/03/2023 12:00:00;19,008;17,37;18,189;40,567;85,367
04/03/2023 13:00:00;30,389;27,898;29,1435;38,933;86,7
04/03/2023 14:00:00;21,046;19,044;20,045;36,434;87,034
04/03/2023 15:00:00;26,624;24,6;25,612;37,8;86,566
04/03/2023 16:00:00;27,553;26,054;26,8035;42,933;83,7
04/03/2023 17:00:00;25,058;23,864;24,461;52,166;79,267
04/03/2023 18:00:00;35,126;33,242;34,184;56,633;77,067
04/03/2023 19:00:00;27,027;25,583;26,305;56,233;76,6
04/03/2023 20:00:00;22,479;20,489;21,484;58,6;75,934
04/03/2023 21:00:00;20,561;19,729;20,145;61,6;76
04/03/2023 22:00:00;16,669;15,537;16,103;65,3;74,966
04/03/2023 23:00:00;11,991;10,95;11,4705;67,166;73,6
04/04/2023 00:00:00;12,21;11,122;11,666;69;72,133
04/04/2023 01:00:00;14,401;13,448;13,9245;68,133;72,767
04/04/2023 02:00:00;10,38;9,754;10,067;66,934;73,534
04/04/2023 03:00:00;14,622;13,529;14,0755;67,8;72,9
04/04/2023 04:00:00;27,146;25,616;26,381;67,733;72,7
04/04/2023 05:00:00;45,671;43,623;44,647;67,333;72,433
04/04/2023 06:00:00;50,99;48,965;49,9775;66,767;73,166
04/04/2023 07:00:00;39,329;37,77;38,5495;62,234;75,7
04/04/2023 08:00:00;20,809;19,2;20,0045;54,733;80
04/04/2023 09:00:00;19,989;18,814;19,4015;47,7;84,033
04/04/2023 10:00:00;20,378;18,593;19,4855;46;85,133
04/04/2023 11:00:00;13,545;12,074;12,8095;43,367;86,5
04/04/2023 12:00:00;17,053;15,473;16,263;45,6;84,433
04/04/2023 13:00:00;13,534;12,255;12,8945;46,367;83,967
04/04/2023 14:00:00;14,178;12,954;13,566;45;83,767
04/04/2023 15:00:00;15,114;14,308;14,711;43,767;84,8
04/04/2023 16:00:00;18,931;17,2;18,0655;46,534;82,166
04/04/2023 17:00:00;32,289;30,484;31,3865;49,7;80,267
04/04/2023 18:00:00;35,704;34,574;35,139;56,071;77,606
04/04/2023 19:00:00;23,99;22,348;23,169;61,833;75,867
04/04/2023 20:00:00;24,428;22,88;23,654;62,8;76,133
04/04/2023 21:00:00;10,585;9,618;10,1015;63,1;75,034
04/04/2023 22:00:00;8,788;7,825;8,3065;64,934;73,966
04/04/2023 23:00:00;7,765;7,058;7,4115;64,8;74
04/05/2023 00:00:00;10,793;9,557;10,175;66,034;73,567
04/05/2023 01:00:00;10,503;9,193;9,848;65,7;74
04/05/2023 02:00:00;9,471;8,579;9,025;65,467;73,1
04/05/2023 03:00:00;14,484;13,245;13,8645;65,733;73
04/05/2023 04:00:00;26,258;24,617;25,4375;65;72,966
04/05/2023 05:00:00;46,688;44,353;45,5205;67,933;71,466
04/05/2023 06:00:00;39,163;37,979;38,571;72,434;70,2
04/05/2023 07:00:00;37,765;35,926;36,8455;70,6;72,267
04/05/2023 08:00:00;22,463;20,493;21,478;68,067;73
04/05/2023 09:00:00;30,145;28,241;29,193;64,883;74,3
04/05/2023 10:00:00;26,021;25,04;25,5305;57,367;76,733
04/05/2023 11:00:00;13,885;12,476;13,1805;50,334;80,133
04/05/2023 12:00:00;11,721;10,699;11,21;45,8;82,8
04/05/2023 13:00:00;9,054;8,355;8,7045;42,25;85,45
04/05/2023 14:00:00;10,232;9,116;9,674;43,466;84,034
04/05/2023 15:00:00;17,697;16,288;16,9925;44,4;83,7
04/05/2023 16:00:00;20,572;19,391;19,9815;48,733;80,6
04/05/2023 17:00:00;26,783;25,745;26,264;54,6;77,633
04/05/2023 18:00:00;27,444;25,919;26,6815;57,133;75,934
04/05/2023 19:00:00;16,9;14,747;15,8235;59,133;73,534
04/05/2023 20:00:00;13,55;12,472;13,011;64,133;72,2
04/05/2023 21:00:00;8,658;7,589;8,1235;67,7;72
04/05/2023 22:00:00;9,029;7,847;8,438;68,733;71,367
04/05/2023 23:00:00;3,553;2,989;3,271;69,334;70,934
04/06/2023 00:00:00;3,769;2,974;3,3715;69;71
04/06/2023 01:00:00;5,479;4,939;5,209;67,067;71,834
04/06/2023 02:00:00;6,466;5,778;6,122;67,2;71,334
04/06/2023 03:00:00;8,098;7,381;7,7395;67,6;71
04/06/2023 04:00:00;16,735;15,579;16,157;66,2;71,3
04/06/2023 05:00:00;36,181;35,037;35,609;67,534;70,8
04/06/2023 06:00:00;39,48;38,038;38,759;67,934;70,9
04/06/2023 07:00:00;26,488;24,494;25,491;66,7;71,233
04/06/2023 08:00:00;26,352;24,436;25,394;64,033;73
04/06/2023 09:00:00;27,366;25,822;26,594;57,766;76,534
04/06/2023 10:00:00;19,86;18,395;19,1275;52,85;78,5
04/06/2023 11:00:00;13,382;11,869;12,6255;50,933;79,767
04/06/2023 12:00:00;9,851;8,636;9,2435;47,266;81,8
04/06/2023 13:00:00;10,688;9,976;10,332;46,367;82,3
04/06/2023 14:00:00;10,163;9,198;9,6805;45,567;82,466
04/06/2023 15:00:00;13,218;12,09;12,654;46,433;81,666
04/06/2023 16:00:00;14,762;13,653;14,2075;48,666;79,3
04/06/2023 17:00:00;35,243;33,903;34,573;55,533;76,6
04/06/2023 18:00:00;31,738;30,178;30,958;60,6;74,367
04/06/2023 19:00:00;24,778;23,056;23,917;63,767;72,867
04/06/2023 20:00:00;14,357;13,105;13,731;64,867;72
04/06/2023 21:00:00;6,998;6,033;6,5155;64,633;72
04/06/2023 22:00:00;4,728;3,97;4,349;64,733;71,7
04/06/2023 23:00:00;6,072;5,414;5,743;65,4;71,1
04/07/2023 00:00:00;9,079;8,201;8,64;65,267;71
04/07/2023 01:00:00;6,26;5,506;5,883;66,167;70,633
04/07/2023 02:00:00;5,249;4,939;5,094;68,966;69,434
04/07/2023 03:00:00;7,649;6,984;7,3165;69,267;68,4
04/07/2023 04:00:00;16,087;14,855;15,471;69,834;68
04/07/2023 05:00:00;23;21,678;22,339;69,167;68,434
04/07/2023 06:00:00;32,45;31,309;31,8795;67,7;69,633
04/07/2023 07:00:00;21,687;20,283;20,985;52,267;78,867
04/07/2023 08:00:00;11,556;10,3;10,928;51,966;77,334
04/07/2023 09:00:00;8,748;8,051;8,3995;54,1;75,966
04/07/2023 10:00:00;8,943;7,946;8,4445;47,233;79,966
04/07/2023 11:00:00;15,348;14,069;14,7085;42,3;83
04/07/2023 12:00:00;9,535;8,444;8,9895;39,633;84,1
04/07/2023 13:00:00;7,552;6,811;7,1815;38,233;84,9
04/07/2023 14:00:00;7,788;7,216;7,502;38,534;84,5
04/07/2023 15:00:00;12,729;11,434;12,0815;42,666;81,367
04/07/2023 16:00:00;14,62;13,445;14,0325;44,767;79,5
04/07/2023 17:00:00;28,773;27,038;27,9055;47,933;77,4
04/07/2023 18:00:00;32,782;30,931;31,8565;52,9;75,534
04/07/2023 19:00:00;22,782;20,917;21,8495;55,633;74,166
04/07/2023 20:00:00;8,492;7,249;7,8705;57,334;73,167
04/07/2023 21:00:00;9,962;8,933;9,4475;59,909;72,8
04/07/2023 22:00:00;11,595;10,464;11,0295;61,034;72,767
04/07/2023 23:00:00;8,784;7,737;8,2605;63,8;71,434
04/08/2023 00:00:00;8,09;7,013;7,5515;65,066;71
04/08/2023 01:00:00;7,245;5,915;6,58;65,233;71
04/08/2023 02:00:00;4,231;3,417;3,824;65,433;69,8
04/08/2023 03:00:00;6,464;5,635;6,0495;64,8;68,567
04/08/2023 04:00:00;7,769;7,303;7,536;61,934;68,367
04/08/2023 05:00:00;15,773;14,643;15,208;60,2;68,8
04/08/2023 06:00:00;24,462;23,209;23,8355;61,066;69,466
04/08/2023 07:00:00;22,036;20,811;21,4235;50,7;78
04/08/2023 08:00:00;11,381;10,476;10,9285;42;82,867
04/08/2023 09:00:00;19,753;18,334;19,0435;42,4;80,367
04/08/2023 10:00:00;16,876;15,629;16,2525;41,233;81,267
04/08/2023 11:00:00;13,294;12,678;12,986;43,434;80,934
04/08/2023 12:00:00;10,444;9,277;9,8605;44,334;81,767
04/08/2023 13:00:00;6,049;5,207;5,628;43,433;83,033
04/08/2023 14:00:00;6,029;5,172;5,6005;43,4;82,6
04/08/2023 15:00:00;6,587;5,866;6,2265;43,7;81,667
04/08/2023 16:00:00;9,494;8,52;9,007;45,2;79,733
04/08/2023 17:00:00;31,732;30,745;31,2385;54,892;75,091
04/08/2023 18:00:00;28,573;26,917;27,745;58,033;73,9
04/08/2023 19:00:00;26,142;24,621;25,3815;60,133;73,166
04/08/2023 20:00:00;21,162;19,229;20,1955;62,3;72,633
04/08/2023 21:00:00;17,466;15,482;16,474;62,9;72
04/08/2023 22:00:00;12,848;11,521;12,1845;63,1;72
04/08/2023 23:00:00;10,938;9,681;10,3095;62,834;72
04/09/2023 00:00:00;10,943;9,727;10,335;63,067;72
04/09/2023 01:00:00;11,303;10,285;10,794;64,434;71,267
04/09/2023 02:00:00;9,095;8,328;8,7115;66,534;70,233
04/09/2023 03:00:00;13,044;11,89;12,467;67,1;70
04/09/2023 04:00:00;18,961;17,233;18,097;67,534;69,566
04/09/2023 05:00:00;29,203;27,384;28,2935;66,767;70
04/09/2023 06:00:00;30,141;28,639;29,39;65,934;70,767
04/09/2023 07:00:00;21,16;19,351;20,2555;64,933;71,834
04/09/2023 08:00:00;17,401;15,905;16,653;59,833;74,8
04/09/2023 09:00:00;16,558;15,422;15,99;51,167;78,666
04/09/2023 10:00:00;13,43;12,083;12,7565;45,2;81,966
04/09/2023 11:00:00;7,557;6,386;6,9715;42,8;83,6
04/09/2023 12:00:00;5,098;4,567;4,8325;41,433;85
04/09/2023 13:00:00;2,116;1,757;1,9365;40,534;85,367
04/09/2023 14:00:00;3,673;3,221;3,447;39,192;85,083
04/09/2023 15:00:00;4,438;3,916;4,177;39,267;84,2
04/09/2023 16:00:00;16,186;15,304;15,745;46,867;80,666
04/09/2023 17:00:00;26,752;26,114;26,433;55,466;76,133
04/09/2023 18:00:00;36,462;34,958;35,71;61,1;74,267
04/09/2023 19:00:00;25,845;24,603;25,224;62,2;73,167
04/09/2023 20:00:00;6,527;5,716;6,1215;61,367;72,066
04/09/2023 21:00:00;1,65;1,445;1,5475;61,166;71
04/09/2023 22:00:00;0,928;0,587;0,7575;62,333;71
04/09/2023 23:00:00;0,536;0,359;0,4475;62,4;71,066
04/10/2023 00:00:00;0,229;0,145;0,187;60,8;71,3
04/10/2023 01:00:00;0,181;0,081;0,131;61,4;69,966
04/10/2023 02:00:00;3,889;3,349;3,619;63,3;69
04/10/2023 03:00:00;5,165;4,44;4,8025;64,2;68,467
04/10/2023 04:00:00;9,716;8,561;9,1385;65,5;67,6
04/10/2023 05:00:00;14,064;13,177;13,6205;66,034;66,834
04/10/2023 06:00:00;30,635;29,346;29,9905;63,3;68,2
04/10/2023 07:00:00;24,166;22,84;23,503;38,9;85,933
04/10/2023 08:00:00;23,291;21,66;22,4755;37,733;85,133
04/10/2023 09:00:00;16,322;15,407;15,8645;40,367;82,967
04/10/2023 10:00:00;9;8,037;8,5185;40,1;84,233
04/10/2023 11:00:00;7,105;6,149;6,627;37,267;86,333
04/10/2023 12:00:00;5,013;4,502;4,7575;33,3;88,033
04/10/2023 13:00:00;3,781;3,317;3,549;30,867;89,4
04/10/2023 14:00:00;3,202;2,744;2,973;32,1;87,534
04/10/2023 15:00:00;13,564;12,709;13,1365;37,846;84,675
04/10/2023 16:00:00;20,922;19,434;20,178;46,2;79,166
04/10/2023 17:00:00;19,01;17,896;18,453;51,466;74,566
04/10/2023 18:00:00;29,419;27,48;28,4495;60,966;70,867
04/10/2023 19:00:00;34,995;32,912;33,9535;60,8;71,5
04/10/2023 20:00:00;29,054;27,111;28,0825;62,367;71,367
04/10/2023 21:00:00;15,872;14,151;15,0115;62,934;70,966
04/10/2023 22:00:00;11,497;9,892;10,6945;61,367;70,267
04/10/2023 23:00:00;11,952;10,521;11,2365;61,766;69,8
04/11/2023 00:00:00;13,267;12,002;12,6345;62,533;69,267
04/11/2023 01:00:00;9,769;8,764;9,2665;62;69
04/11/2023 02:00:00;5,162;4,59;4,876;61,267;68,434
04/11/2023 03:00:00;10,154;9,11;9,632;63,867;67,433
04/11/2023 04:00:00;13,958;12,579;13,2685;64,6;67
04/11/2023 05:00:00;49,584;47,715;48,6495;65,066;66,934
04/11/2023 06:00:00;97,647;91,411;94,529;64,1;68,2
04/11/2023 07:00:00;93,132;86,518;89,825;47,067;81,334
04/11/2023 08:00:00;46,867;44,87;45,8685;40,034;85,408
04/11/2023 09:00:00;38,092;36,196;37,144;41,15;84
04/11/2023 10:00:00;30,166;28,497;29,3315;40,4;84,733
04/11/2023 11:00:00;19,099;17,412;18,2555;36,353;86,309
04/11/2023 12:00:00;15,783;14,332;15,0575;35,767;86,934
04/11/2023 13:00:00;16,381;14,421;15,401;34,5;87,4
04/11/2023 14:00:00;8,37;7,336;7,853;31,6;88,3
04/11/2023 15:00:00;16,169;14,532;15,3505;40,8;82,633
04/11/2023 16:00:00;18,707;17,554;18,1305;45,933;79,267
04/11/2023 17:00:00;41,906;40,522;41,214;46,4;79
04/11/2023 18:00:00;44,091;43,026;43,5585;47,3;78,2
04/11/2023 19:00:00;40,357;38,908;39,6325;49,367;76,9
04/11/2023 20:00:00;30,354;28,73;29,542;55,9;74,267
04/11/2023 21:00:00;14,616;13,104;13,86;61,892;72
04/11/2023 22:00:00;14,18;12,579;13,3795;65,733;71
04/11/2023 23:00:00;14,188;12,747;13,4675;65,4;71,533
04/12/2023 00:00:00;17,758;16,041;16,8995;65,767;71
04/12/2023 01:00:00;15,129;13,25;14,1895;65,9;71
04/12/2023 02:00:00;14,251;12,918;13,5845;65,767;70,834
04/12/2023 03:00:00;17,148;15,159;16,1535;65,966;71
04/12/2023 04:00:00;30,442;28,727;29,5845;65,966;71,166
04/12/2023 05:00:00;53,524;51,421;52,4725;67,233;71
04/12/2023 06:00:00;70,007;65,293;67,65;65,4;71,133
04/12/2023 07:00:00;46,588;44,246;45,417;51,233;80,867
04/12/2023 08:00:00;38,213;36,513;37,363;39,166;86,633
04/12/2023 09:00:00;32,651;30,713;31,682;36,033;85,334
04/12/2023 10:00:00;19,278;17,563;18,4205;30,2;85,834
04/12/2023 11:00:00;15,082;14,047;14,5645;29,166;86,8
04/12/2023 12:00:00;11,277;9,774;10,5255;28,116;87,833
04/12/2023 13:00:00;10,828;9,954;10,391;26,434;87,925
04/12/2023 14:00:00;9,963;9,004;9,4835;26,2;88,966
04/12/2023 15:00:00;13,739;12,245;12,992;27,3;88,466
04/12/2023 16:00:00;16,966;15,832;16,399;29;86,834
04/12/2023 17:00:00;35,458;34,584;35,021;32,667;84,3
04/12/2023 18:00:00;48,859;47,162;48,0105;37,7;81,334
04/12/2023 19:00:00;32,432;30,748;31,59;48;76,8
04/12/2023 20:00:00;18,229;17,036;17,6325;57;74
04/12/2023 21:00:00;15,638;13,84;14,739;60,5;74
04/12/2023 22:00:00;18,825;16,797;17,811;60,933;73,966
04/12/2023 23:00:00;17,511;15,997;16,754;61,8;74,2
04/13/2023 00:00:00;17,045;15,36;16,2025;64,367;72,867
04/13/2023 01:00:00;18,582;17,028;17,805;62,7;73
04/13/2023 02:00:00;23,239;21,83;22,5345;63,267;73,2
04/13/2023 03:00:00;23,646;21,893;22,7695;63,466;73,166
04/13/2023 04:00:00;31,922;30,291;31,1065;63,2;73,4
04/13/2023 05:00:00;41,522;40,19;40,856;62,7;73,467
04/13/2023 06:00:00;66,811;62,96;64,8855;62,067;74
04/13/2023 07:00:00;65,05;60,96;63,005;61,8;74,733
04/13/2023 08:00:00;48,95;47,091;48,0205;56,633;76,4
04/13/2023 09:00:00;44,424;42,695;43,5595;49,8;78,2
04/13/2023 10:00:00;37,672;35,823;36,7475;43,433;78,633
04/13/2023 11:00:00;29,872;28,796;29,334;37,4;82,2
04/13/2023 12:00:00;25,366;23,378;24,372;36,4;84,767
04/13/2023 13:00:00;18,422;16,488;17,455;36,367;84,966
04/13/2023 14:00:00;16,13;14,738;15,434;37,1;84,3
04/13/2023 15:00:00;15,144;14,104;14,624;38,133;82,6
04/13/2023 16:00:00;18,842;17,364;18,103;40,066;79,367
04/13/2023 17:00:00;35,093;33,889;34,491;42,666;77,966
04/13/2023 18:00:00;43,388;42,443;42,9155;46,1;77,034
04/13/2023 19:00:00;49,448;47,509;48,4785;47,867;76,367
04/13/2023 20:00:00;45,353;43,701;44,527;49,6;76
04/13/2023 21:00:00;43,305;41,608;42,4565;52;75,334
04/13/2023 22:00:00;38,667;36,93;37,7985;54,7;74,4
04/13/2023 23:00:00;37,216;35,808;36,512;59,2;72,966
04/14/2023 00:00:00;30,697;28,944;29,8205;64,8;71,8
04/14/2023 01:00:00;23,239;21,751;22,495;65,633;71,666
04/14/2023 02:00:00;20,613;18,75;19,6815;65;71,466
04/14/2023 03:00:00;24,164;22,252;23,208;64,934;71
04/14/2023 04:00:00;33,601;32,423;33,012;65,1;71
04/14/2023 05:00:00;50,769;48,584;49,6765;64,6;71
04/14/2023 06:00:00;49,873;48,686;49,2795;66,566;70,367
04/14/2023 07:00:00;39,784;38,428;39,106;62,833;72,834
04/14/2023 08:00:00;38,279;36,514;37,3965;50,8;80,1
04/14/2023 09:00:00;44,439;42,84;43,6395;47,758;80,909
04/14/2023 10:00:00;32,892;31,46;32,176;43,833;82,966
04/14/2023 11:00:00;32,822;31,532;32,177;40,333;84,767
04/14/2023 12:00:00;28,931;27,903;28,417;38,6;84,733
04/14/2023 13:00:00;15,362;13,88;14,621;36,233;86,166
04/14/2023 14:00:00;11,14;10,042;10,591;35,534;86,733
04/14/2023 15:00:00;14,902;13,54;14,221;37,966;85,533
04/14/2023 16:00:00;16,01;14,631;15,3205;39,5;83,6
04/14/2023 17:00:00;33,056;31,919;32,4875;44,9;79,834
04/14/2023 18:00:00;30,933;29,513;30,223;52,534;76,833
04/14/2023 19:00:00;19,881;18,996;19,4385;56,766;74,9
04/14/2023 20:00:00;22,444;20,836;21,64;59,567;74,367
04/14/2023 21:00:00;20,364;19,22;19,792;60,666;74,867
04/14/2023 22:00:00;10,937;9,848;10,3925;58,6;74,267
04/14/2023 23:00:00;16,892;15,45;16,171;61,133;74,1
04/15/2023 00:00:00;13,62;12,654;13,137;61,467;73,166
04/15/2023 01:00:00;11,934;10,712;11,323;61,1;72,9
04/15/2023 02:00:00;16,634;15,564;16,099;63,5;72
04/15/2023 03:00:00;22,42;21,18;21,8;63,367;73
04/15/2023 04:00:00;25,861;24,704;25,2825;63,734;72,767
04/15/2023 05:00:00;35,609;34,342;34,9755;63,834;72,966
04/15/2023 06:00:00;44,853;44,025;44,439;62,466;73,333
04/15/2023 07:00:00;45,555;44,047;44,801;60,667;74,6
04/15/2023 08:00:00;51,35;49,284;50,317;58,534;76,067
04/15/2023 09:00:00;48,726;46,596;47,661;55,4;78,4
04/15/2023 10:00:00;41,269;39,787;40,528;51,867;79,967
04/15/2023 11:00:00;39,439;37,614;38,5265;50,167;81,034
04/15/2023 12:00:00;48,171;46,087;47,129;48,7;81,967
04/15/2023 13:00:00;45,052;43,498;44,275;41,333;85,966
04/15/2023 14:00:00;16,447;14,91;15,6785;44,034;82,1
04/15/2023 15:00:00;19,086;17,763;18,4245;47,775;77,997
04/15/2023 16:00:00;51,6;49,242;50,421;51,534;76,3
04/15/2023 17:00:00;54,138;51,813;52,9755;54,639;76,4
04/15/2023 18:00:00;42,293;40,513;41,403;55,25;75
04/15/2023 19:00:00;39,216;37,783;38,4995;56,5;73,967
04/15/2023 20:00:00;28,668;27,016;27,842;57,8;73
04/15/2023 21:00:00;20,979;19,197;20,088;59,7;72,166
04/15/2023 22:00:00;15,354;13,873;14,6135;60,933;71,3
04/15/2023 23:00:00;15,854;14,198;15,026;63,533;71
04/16/2023 00:00:00;12,47;10,842;11,656;65,4;70,966
04/16/2023 01:00:00;13,141;11,753;12,447;66,433;70,133
04/16/2023 02:00:00;15,143;14,024;14,5835;66,667;70
04/16/2023 03:00:00;17,407;15,702;16,5545;66,633;70,3
04/16/2023 04:00:00;21,82;20,276;21,048;67,4;69,966
04/16/2023 05:00:00;33,984;32,931;33,4575;66,358;69,367
04/16/2023 06:00:00;42,859;41,868;42,3635;65,6;68,5
04/16/2023 07:00:00;22,761;20,673;21,717;54,775;75,433
04/16/2023 08:00:00;18,633;16,997;17,815;46,567;79,534
04/16/2023 09:00:00;13,985;12,893;13,439;43,767;80,233
04/16/2023 10:00:00;9,448;8,675;9,0615;40,803;82,389
04/16/2023 11:00:00;10,633;9,68;10,1565;39,875;82,3
04/16/2023 12:00:00;13,448;12,439;12,9435;38,833;82,567
04/16/2023 13:00:00;7,192;6,13;6,661;37,767;83,8
04/16/2023 14:00:00;7,339;6,619;6,979;36,8;83,767
04/16/2023 15:00:00;11,212;10,712;10,962;36,633;82,933
04/16/2023 16:00:00;12,964;11,801;12,3825;38,258;81,392
04/16/2023 17:00:00;26,143;24,672;25,4075;41,867;78,5
04/16/2023 18:00:00;38,379;37,261;37,82;47,466;75,933
04/16/2023 19:00:00;27,056;25,668;26,362;57,666;73,267
04/16/2023 20:00:00;14,811;13,202;14,0065;62,8;71,534
04/16/2023 21:00:00;8,739;7,878;8,3085;63,467;71
04/16/2023 22:00:00;8,282;7,503;7,8925;63,934;70,833
04/16/2023 23:00:00;7,274;6,234;6,754;65,233;70
04/17/2023 00:00:00;6,653;5,68;6,1665;65,533;70
