Date_mada;pm2,5_atm_a;pm2,5_atm_b;Soanierana;Humidity;Temperature
05/12/2023 10:00:00;17,967;16,984;17,4755;42,6;78,7
05/12/2023 11:00:00;11,628;10,95;11,289;38,764;80,667
05/12/2023 12:00:00;6,963;6,216;6,5895;36,333;82,767
05/12/2023 13:00:00;5,907;5,091;5,499;37,039;82,8
05/12/2023 14:00:00;6,564;5,505;6,0345;38,934;81,8
05/12/2023 15:00:00;10,781;10,102;10,4415;42,567;78,966
05/12/2023 16:00:00;15,431;14,679;15,055;45,233;77,534
05/12/2023 17:00:00;28,085;26,593;27,339;47,233;75,067
05/12/2023 18:00:00;28,801;27,249;28,025;51,2;73,3
05/12/2023 19:00:00;28,149;26,789;27,469;55,3;71,833
05/12/2023 20:00:00;24,646;22,607;23,6265;62,033;70,233
05/12/2023 21:00:00;13,625;12,348;12,9865;64,867;69,034
05/12/2023 22:00:00;19,354;18,263;18,8085;65,834;69
05/12/2023 23:00:00;10,639;9,46;10,0495;64,6;69,2
05/13/2023 00:00:00;9,627;8,395;9,011;64,434;68,534
05/13/2023 01:00:00;12,156;10,736;11,446;64,7;68,367
05/13/2023 02:00:00;21,116;20,459;20,7875;63,633;68,6
05/13/2023 03:00:00;27,684;27,26;27,472;65,233;68
05/13/2023 04:00:00;31,619;31,447;31,533;64,833;68,8
05/13/2023 05:00:00;46,736;45,573;46,1545;64;68,8
05/13/2023 06:00:00;93,184;87,07;90,127;65,733;67,3
05/13/2023 07:00:00;61,761;58,343;60,052;62,9;69,767
05/13/2023 08:00:00;30,707;29,478;30,0925;50,8;76,666
05/13/2023 09:00:00;27,755;26,151;26,953;46,8;78,9
05/13/2023 10:00:00;27,99;26,375;27,1825;43,434;81,034
05/13/2023 11:00:00;30,205;28,607;29,406;38,6;83,733
05/13/2023 12:00:00;24,453;22,541;23,497;36,367;84,7
05/13/2023 13:00:00;34,923;33,511;34,217;35,133;86,034
05/13/2023 14:00:00;34,503;33,128;33,8155;33,1;86
05/13/2023 15:00:00;29,901;28,404;29,1525;31,167;85,666
05/13/2023 16:00:00;17,342;16,445;16,8935;42;81,767
05/13/2023 17:00:00;27,611;26,476;27,0435;47,433;77,3
05/13/2023 18:00:00;33,097;31,556;32,3265;54,1;75,1
05/13/2023 19:00:00;17,591;15,884;16,7375;60,3;72,2
05/13/2023 20:00:00;12,965;11,637;12,301;66,7;70,633
05/13/2023 21:00:00;10,307;8,887;9,597;69,233;69,466
05/13/2023 22:00:00;11,268;9,855;10,5615;69,867;69
05/13/2023 23:00:00;9,329;7,951;8,64;69,8;69
05/14/2023 00:00:00;8,813;7,457;8,135;69;69
05/14/2023 01:00:00;12,856;11,475;12,1655;69,475;68,466
05/14/2023 02:00:00;10,486;9,45;9,968;69,334;69
05/14/2023 03:00:00;8,135;6,92;7,5275;69,233;68,966
05/14/2023 04:00:00;6,431;5,458;5,9445;70,066;67,5
05/14/2023 05:00:00;19,877;18,554;19,2155;68,534;66,733
05/14/2023 06:00:00;33,9;33,35;33,625;68;68
05/14/2023 10:00:00;15,283;14,21;14,7465;51,466;77,3
05/14/2023 11:00:00;14,061;12,479;13,27;44,867;80,666
05/14/2023 12:00:00;9,88;8,967;9,4235;43,567;81,534
05/14/2023 13:00:00;13,617;12,637;13,127;42,6;81,233
05/14/2023 14:00:00;6,735;5,708;6,2215;41,867;81,867
05/14/2023 15:00:00;9,547;8,382;8,9645;41,867;81,666
05/14/2023 16:00:00;19,279;17,839;18,559;46,766;78,4
05/14/2023 17:00:00;28,601;27,139;27,87;51,1;75,966
05/14/2023 18:00:00;31,354;30,011;30,6825;55,6;73,867
05/14/2023 19:00:00;25,395;23,821;24,608;60,666;71,967
05/14/2023 20:00:00;14,607;12,99;13,7985;64,466;71
05/14/2023 21:00:00;13,361;12,026;12,6935;64,3;70,966
05/14/2023 22:00:00;11,16;10,15;10,655;63,334;71,034
05/14/2023 23:00:00;7,203;6,357;6,78;63,633;70,334
05/15/2023 00:00:00;12,673;11,183;11,928;65,9;70,034
05/15/2023 01:00:00;11,431;10,364;10,8975;66,267;70
05/15/2023 02:00:00;12,441;11,078;11,7595;67,367;69,367
05/15/2023 03:00:00;16,485;15,012;15,7485;67,433;68,966
05/15/2023 04:00:00;32,898;32,089;32,4935;66,6;69,867
05/15/2023 05:00:00;43,392;42,097;42,7445;65,566;69,834
05/15/2023 06:00:00;53,3;51,406;52,353;65,233;70,133
05/15/2023 07:00:00;39,121;37,566;38,3435;61,6;71,8
05/15/2023 08:00:00;21,377;20,011;20,694;48,534;79,867
05/15/2023 09:00:00;25,822;24,411;25,1165;46,9;79,934
05/15/2023 10:00:00;24,484;23,183;23,8335;45,1;80,667
05/15/2023 11:00:00;16,471;14,909;15,69;43,3;81,233
05/15/2023 12:00:00;15,617;14,236;14,9265;42;82,767
05/15/2023 13:00:00;11,098;9,731;10,4145;39,2;83,867
05/15/2023 14:00:00;7,856;6,971;7,4135;38,166;83,966
05/15/2023 15:00:00;6,862;6,125;6,4935;38,666;82,466
05/15/2023 16:00:00;11,516;10,657;11,0865;41,4;80,7
05/15/2023 17:00:00;27,794;25,925;26,8595;45,334;79,1
05/15/2023 18:00:00;71,436;67,407;69,4215;56,034;76,867
05/15/2023 19:00:00;74,339;69,326;71,8325;59,267;75,434
05/15/2023 20:00:00;50,943;48,63;49,7865;57,566;75
05/15/2023 21:00:00;50,413;47,732;49,0725;58,233;74,834
05/15/2023 22:00:00;29,301;27,664;28,4825;59,3;73,5
05/15/2023 23:00:00;21,605;19,566;20,5855;60,9;72,7
05/16/2023 00:00:00;21,866;19,968;20,917;60,966;71,434
05/16/2023 01:00:00;21,846;19,776;20,811;60,966;71
05/16/2023 02:00:00;20,654;18,632;19,643;60,3;71
05/16/2023 03:00:00;23,716;22,088;22,902;59,2;70,8
05/16/2023 04:00:00;34,035;32,948;33,4915;60,034;70
05/16/2023 05:00:00;48,468;47,215;47,8415;59,733;70
05/16/2023 06:00:00;71,853;67,825;69,839;59;70
05/16/2023 07:00:00;62,222;58,141;60,1815;56,6;71,733
05/16/2023 08:00:00;51,261;49,013;50,137;43,8;80,434
05/16/2023 09:00:00;39,611;37,957;38,784;40,623;81,858
05/16/2023 10:00:00;25,968;24,312;25,14;40,733;81,833
05/16/2023 11:00:00;29,45;27,59;28,52;40,1;81,7
05/16/2023 12:00:00;15,506;14,039;14,7725;37,2;82,8
05/16/2023 13:00:00;13,428;12,265;12,8465;36;83,906
05/16/2023 14:00:00;16,036;14,479;15,2575;36,834;83,389
05/16/2023 15:00:00;18,142;16,622;17,382;38,333;82,2
05/16/2023 16:00:00;26,246;24,812;25,529;40,133;80,834
05/16/2023 17:00:00;49,044;47,141;48,0925;42,7;78,834
05/16/2023 18:00:00;71,298;67,058;69,178;43,933;77,633
05/16/2023 19:00:00;51,228;49,249;50,2385;44,966;76,534
05/16/2023 20:00:00;42,316;40,345;41,3305;47,133;74,9
05/16/2023 21:00:00;37,196;35,453;36,3245;49,367;73,733
05/16/2023 22:00:00;31,224;29,351;30,2875;51,5;72,633
05/16/2023 23:00:00;23,169;21,488;22,3285;53,167;71,267
05/17/2023 00:00:00;25,463;23,285;24,374;55,867;69,7
05/17/2023 01:00:00;24,019;21,828;22,9235;56,434;69
05/17/2023 02:00:00;24,083;22,18;23,1315;57,433;67,7
05/17/2023 03:00:00;32,426;31,383;31,9045;60,133;66,9
05/17/2023 04:00:00;53,361;50,893;52,127;62,666;65,767
05/17/2023 05:00:00;86,156;80,044;83,1;64,367;65
05/17/2023 06:00:00;127,08;118,286;122,683;65,367;64,466
05/17/2023 07:00:00;107,032;99,168;103,1;63,8;66,4
05/17/2023 08:00:00;63,025;59,341;61,183;49,367;75
05/17/2023 09:00:00;61,93;58,421;60,1755;44,334;77,7
05/17/2023 10:00:00;58,947;55,462;57,2045;38,2;81,142
05/17/2023 11:00:00;35,132;33,426;34,279;35,534;83
05/17/2023 12:00:00;33,401;31,183;32,292;33,667;84,5
05/17/2023 13:00:00;17,076;15,692;16,384;29,334;85,7
05/17/2023 14:00:00;11,884;10,57;11,227;27,566;85,166
05/17/2023 15:00:00;15,214;13,955;14,5845;28,6;84,233
05/17/2023 16:00:00;24,481;22,959;23,72;28,666;82,034
05/17/2023 17:00:00;47,959;46,284;47,1215;32,1;79,6
05/17/2023 18:00:00;74,651;69,883;72,267;37,333;77,1
05/17/2023 19:00:00;48,087;46,454;47,2705;40,066;75,3
05/17/2023 20:00:00;44,331;41,797;43,064;54,367;72,4
05/17/2023 21:00:00;33,867;32,369;33,118;61,367;70,666
05/17/2023 22:00:00;32,159;31,127;31,643;65,4;68,733
05/17/2023 23:00:00;30,439;29,351;29,895;65,367;68,667
05/18/2023 00:00:00;36,407;35,522;35,9645;64,8;68,466
05/18/2023 01:00:00;31,061;29,81;30,4355;64,534;67,6
05/18/2023 02:00:00;31,879;30,177;31,028;65,733;67
05/18/2023 03:00:00;28,237;26,636;27,4365;66;66,767
05/18/2023 04:00:00;42,144;41,076;41,61;66,1;65,834
05/18/2023 05:00:00;48,735;46,629;47,682;66,9;65
05/18/2023 06:00:00;106,995;99,678;103,3365;67,034;65
05/18/2023 07:00:00;87,343;80,62;83,9815;65,4;66,9
05/18/2023 08:00:00;80,88;75,691;78,2855;57,2;72,2
05/18/2023 09:00:00;95,614;88,834;92,224;55,7;73,433
05/18/2023 10:00:00;84,405;79,21;81,8075;51,333;76,267
05/18/2023 11:00:00;55,2;52,206;53,703;45,8;80,133
05/18/2023 12:00:00;36,367;34,508;35,4375;42,167;81,767
05/18/2023 13:00:00;22,771;20,561;21,666;39,867;82,9
05/18/2023 14:00:00;14,724;13,228;13,976;36,433;83,567
05/18/2023 15:00:00;14,605;13,279;13,942;34,7;82,9
05/18/2023 16:00:00;25,57;24,494;25,032;34,533;81,3
05/18/2023 17:00:00;66,799;63,248;65,0235;40,367;78,966
05/18/2023 18:00:00;112,554;106,447;109,5005;42,666;77,1
05/18/2023 19:00:00;78,82;73,916;76,368;43,5;75,633
05/18/2023 20:00:00;57,12;53,9;55,51;46,367;74,467
05/18/2023 21:00:00;58,691;55,255;56,973;48,466;74,334
05/18/2023 22:00:00;42,133;40,453;41,293;59,1;71,534
05/18/2023 23:00:00;40,972;39,461;40,2165;64,133;70,3
05/19/2023 00:00:00;41,032;39,898;40,465;63,567;70
05/19/2023 01:00:00;38,744;37,354;38,049;63,9;69,2
05/19/2023 02:00:00;40,786;39,609;40,1975;64,433;68,7
05/19/2023 03:00:00;48,138;46,757;47,4475;66,833;67,633
05/19/2023 04:00:00;42,747;41,586;42,1665;69,133;67,333
05/19/2023 05:00:00;46,603;45,584;46,0935;68,367;67,733
05/19/2023 06:00:00;59,191;56,894;58,0425;68,066;67,6
05/19/2023 07:00:00;47,958;46,305;47,1315;62,8;70,433
05/19/2023 08:00:00;49,54;47,526;48,533;52,133;76,034
05/19/2023 09:00:00;53,465;51,283;52,374;49,633;77,267
05/19/2023 10:00:00;62,922;58,981;60,9515;43,9;81,267
05/19/2023 11:00:00;51,464;48,326;49,895;39,7;82,633
05/19/2023 12:00:00;31,655;30,058;30,8565;35,1;84,433
05/19/2023 13:00:00;33,189;31,573;32,381;35,333;85
05/19/2023 14:00:00;19,613;17,941;18,777;33,533;85
05/19/2023 15:00:00;19,209;17,242;18,2255;32,3;84,367
05/19/2023 16:00:00;25,431;23,691;24,561;31,733;82,633
05/19/2023 17:00:00;72,012;67,956;69,984;36,4;80,1
05/19/2023 18:00:00;135,482;128,227;131,8545;40,133;78,633
05/19/2023 19:00:00;75,749;70,582;73,1655;42,5;76,3
05/19/2023 20:00:00;67,614;62,415;65,0145;45,4;74,867
05/19/2023 21:00:00;56,459;52,793;54,626;46,867;73,733
05/19/2023 22:00:00;65,778;61,116;63,447;52,6;71,433
05/19/2023 23:00:00;43,696;42,651;43,1735;61,4;69,867
05/20/2023 00:00:00;44,505;43,513;44,009;64,133;68,7
05/20/2023 01:00:00;48,461;47,342;47,9015;65,1;67,8
05/20/2023 02:00:00;46,961;45,922;46,4415;68;67
05/20/2023 03:00:00;42,51;41,538;42,024;68,233;66,267
05/20/2023 04:00:00;40,189;39,531;39,86;69,066;65,533
05/20/2023 05:00:00;42,326;41,416;41,871;69,966;65,034
05/20/2023 06:00:00;48,619;47,409;48,014;69,633;65,433
05/20/2023 07:00:00;46,342;45,388;45,865;65,1;66,9
05/20/2023 08:00:00;48,744;46,941;47,8425;52,767;73,5
05/20/2023 09:00:00;51,028;49,054;50,041;45,666;77,3
05/20/2023 10:00:00;47,478;45,361;46,4195;37,9;81,933
05/20/2023 11:00:00;39,681;37,813;38,747;33,966;84
05/20/2023 12:00:00;24,544;22,47;23,507;30,691;84,367
05/20/2023 13:00:00;17,34;15,637;16,4885;28,166;85
05/20/2023 14:00:00;16,072;14,841;15,4565;26,634;85
05/20/2023 15:00:00;14,875;13,678;14,2765;23;84,367
05/20/2023 16:00:00;27,248;25,758;26,503;25,6;82,1
05/20/2023 17:00:00;61,717;58,076;59,8965;30,166;79,4
05/20/2023 18:00:00;86,096;80,413;83,2545;33,4;77,4
05/20/2023 19:00:00;56,57;53,535;55,0525;35,867;75,966
05/20/2023 20:00:00;40,468;38,701;39,5845;37,767;74,733
05/20/2023 21:00:00;33,051;31,298;32,1745;39,767;73,267
05/20/2023 22:00:00;35,038;32,836;33,937;42,166;72,3
05/20/2023 23:00:00;50,892;49,059;49,9755;46,067;71,333
05/21/2023 00:00:00;59,944;56,085;58,0145;52,8;69,034
05/21/2023 01:00:00;63,014;58,284;60,649;56,367;67,334
05/21/2023 02:00:00;55,233;53,189;54,211;55,767;66,1
05/21/2023 03:00:00;59,941;56,919;58,43;57,767;65,267
05/21/2023 04:00:00;55,248;53,335;54,2915;57,233;65
05/21/2023 05:00:00;87,429;80,417;83,923;58,6;64,9
05/21/2023 06:00:00;142,634;133,434;138,034;59,966;64,367
05/21/2023 07:00:00;125,002;116,6;120,801;56,867;66,666
05/21/2023 08:00:00;102,209;94,206;98,2075;45,733;74,867
05/21/2023 09:00:00;71,752;66,818;69,285;42,534;78,4
05/21/2023 10:00:00;44,203;42,227;43,215;42,466;81,1
05/21/2023 11:00:00;39,185;37,45;38,3175;38,533;83,6
05/21/2023 12:00:00;37,01;35,041;36,0255;32,066;86,2
05/21/2023 13:00:00;37,966;35,993;36,9795;31,4;86,934
05/21/2023 14:00:00;43,567;41,576;42,5715;29,8;86,733
05/21/2023 15:00:00;27,097;25,098;26,0975;29,666;84,633
05/21/2023 16:00:00;33,554;32,269;32,9115;29,533;82,7
05/21/2023 17:00:00;80,651;75,863;78,257;33,133;80,066
05/21/2023 18:00:00;150,909;141,825;146,367;36,2;77,9
05/21/2023 19:00:00;112,404;104,117;108,2605;39,433;76,466
05/21/2023 20:00:00;73,222;67,674;70,448;42,734;74,7
05/21/2023 21:00:00;53,434;50,95;52,192;50,367;72,5
05/21/2023 22:00:00;42,948;41,365;42,1565;59,466;70,367
05/21/2023 23:00:00;41,62;39,977;40,7985;62,933;69,466
05/22/2023 00:00:00;40,754;39,559;40,1565;65,7;68,3
05/22/2023 01:00:00;40,151;38,347;39,249;67,066;67,867
05/22/2023 02:00:00;40,787;39,119;39,953;68,066;67,966
05/22/2023 03:00:00;41,773;40,627;41,2;68,534;67,233
05/22/2023 04:00:00;42,532;41,453;41,9925;69,133;66,4
05/22/2023 05:00:00;49,648;47,912;48,78;66,434;67
05/22/2023 06:00:00;47,678;46,092;46,885;65,6;66,3
05/22/2023 07:00:00;50,311;48,659;49,485;61,534;68,033
05/22/2023 08:00:00;49,805;47,977;48,891;49,233;75,034
05/22/2023 09:00:00;57,915;53,978;55,9465;44,166;77,166
05/22/2023 10:00:00;51,475;48,85;50,1625;38,867;80,533
05/22/2023 11:00:00;42,91;40,73;41,82;31,8;83,433
05/22/2023 12:00:00;33,406;31,28;32,343;29,933;84
05/22/2023 13:00:00;29,172;26,595;27,8835;29,167;84,6
05/22/2023 14:00:00;26,404;23,541;24,9725;27,934;84,034
05/22/2023 15:00:00;29,748;27,537;28,6425;28,534;83,4
05/22/2023 16:00:00;34,809;32,821;33,815;28,933;81,966
05/22/2023 17:00:00;60,594;56,424;58,509;31,034;79,133
05/22/2023 18:00:00;70,766;65,8;68,283;35,466;77,3
05/22/2023 20:00:00;48,715;47,145;47,93;45;67
05/22/2023 21:00:00;46,102;44,674;45,388;41,6;69,9
05/22/2023 22:00:00;46,495;45,357;45,926;46,534;68,183
05/22/2023 23:00:00;49,651;48,402;49,0265;52,766;67,066
05/23/2023 00:00:00;49,929;48,62;49,2745;56,334;66,267
05/23/2023 01:00:00;45,762;44,905;45,3335;62,267;65,934
05/23/2023 02:00:00;50,558;49,531;50,0445;62,734;65,466
05/23/2023 03:00:00;50,694;49,478;50,086;62,966;65,9
05/23/2023 04:00:00;48,508;47,361;47,9345;68,2;64,633
05/23/2023 05:00:00;52,614;51,216;51,915;68,434;63,966
05/23/2023 06:00:00;56,157;54,978;55,5675;66,934;63,933
05/23/2023 07:00:00;65,388;61,557;63,4725;63,5;65,933
05/23/2023 08:00:00;63,264;59,319;61,2915;50,633;72,833
05/23/2023 09:00:00;66,572;62,389;64,4805;45,233;75,3
05/23/2023 10:00:00;90,944;84,201;87,5725;37,567;79,4
05/23/2023 11:00:00;60,101;56,847;58,474;31,067;81,066
05/23/2023 12:00:00;37,082;35,561;36,3215;28,166;81,7
05/23/2023 13:00:00;20,673;18,965;19,819;25,2;80,6
05/23/2023 14:00:00;21,8;19,89;20,845;24,466;82,167
05/23/2023 15:00:00;23,587;22,34;22,9635;23;81,5
05/23/2023 16:00:00;31,733;29,931;30,832;21,933;79,8
05/23/2023 17:00:00;78,293;73,843;76,068;23,733;76,433
05/23/2023 18:00:00;167,849;158,609;163,229;27,566;72,834
05/23/2023 19:00:00;100,126;93,271;96,6985;29,967;71,233
05/23/2023 20:00:00;54,1;52,077;53,0885;46,667;67,966
05/23/2023 21:00:00;41,947;41,034;41,4905;60,067;66,633
05/23/2023 22:00:00;35,946;34,99;35,468;63,7;65,767
05/23/2023 23:00:00;38,319;37,133;37,726;62,733;65,567
05/24/2023 00:00:00;44,421;43,279;43,85;62,7;64,633
05/24/2023 01:00:00;41,839;40,586;41,2125;63,8;63,9
05/24/2023 02:00:00;41,52;40,502;41,011;65;62,933
05/24/2023 03:00:00;39,795;38,682;39,2385;67,034;61,933
05/24/2023 04:00:00;41,114;40,422;40,768;69;61
05/24/2023 05:00:00;46,674;45,523;46,0985;69,1;61
05/24/2023 06:00:00;49,055;47,698;48,3765;68,267;61,367
05/24/2023 07:00:00;46,325;45,47;45,8975;65,533;63,034
05/24/2023 08:00:00;50,338;49,01;49,674;58,7;67,133
05/24/2023 09:00:00;45,752;44,657;45,2045;54,1;69,9
05/24/2023 10:00:00;48,59;46,696;47,643;47,9;74,334
05/24/2023 11:00:00;52,245;50,164;51,2045;42,633;77,533
05/24/2023 12:00:00;58,878;55,642;57,26;35,7;80
05/24/2023 13:00:00;44,436;42,963;43,6995;28,283;80,934
05/24/2023 14:00:00;42,895;41,529;42,212;29;80,2
05/24/2023 15:00:00;39,347;38,148;38,7475;29,834;79,9
05/24/2023 16:00:00;48,677;46,993;47,835;31,9;78,466
05/24/2023 17:00:00;63,154;60,002;61,578;38,867;75,034
05/24/2023 18:00:00;46,873;45,559;46,216;50;71,466
05/24/2023 19:00:00;42,589;41,299;41,944;58,8;68,534
05/24/2023 20:00:00;39,641;38,239;38,94;62,034;67,566
05/24/2023 21:00:00;35,163;33,786;34,4745;63,4;67
05/24/2023 22:00:00;45,436;44,353;44,8945;64,034;67
05/24/2023 23:00:00;28,898;27,777;28,3375;64,733;66,566
05/25/2023 00:00:00;27,74;26,194;26,967;65;65,534
05/25/2023 01:00:00;28,88;27,186;28,033;65;65
05/25/2023 02:00:00;31,258;29,864;30,561;64,733;64,966
05/25/2023 03:00:00;34,739;33,676;34,2075;65,467;65,233
05/25/2023 04:00:00;44,984;43,805;44,3945;65,6;64,934
05/25/2023 05:00:00;83,644;79,183;81,4135;65,534;64,666
05/25/2023 06:00:00;69,192;65,432;67,312;67,133;63,9
05/25/2023 07:00:00;55,46;53,6;54,53;64,666;65,434
05/25/2023 08:00:00;60,355;57,242;58,7985;53,9;71,5
05/25/2023 09:00:00;58,683;56,049;57,366;53,267;71,534
05/25/2023 10:00:00;49,776;48,027;48,9015;50;73,966
05/25/2023 11:00:00;48,819;47,332;48,0755;45,066;76,1
05/25/2023 12:00:00;48,185;46,592;47,3885;43,667;75,733
05/25/2023 13:00:00;43,447;42,156;42,8015;41,466;77,633
05/25/2023 14:00:00;39,389;37,609;38,499;47,166;74,291
05/25/2023 15:00:00;40,712;39,508;40,11;58,633;69,867
05/25/2023 16:00:00;44,481;43,463;43,972;62,233;67,767
05/25/2023 17:00:00;37,922;36,296;37,109;66,2;65,6
05/25/2023 18:00:00;22,491;20,152;21,3215;66,867;62,7
05/25/2023 19:00:00;24,447;22,208;23,3275;64,633;62,534
05/25/2023 20:00:00;14,431;13,218;13,8245;66,433;60,434
05/25/2023 21:00:00;12,774;11,766;12,27;68,534;60,933
05/25/2023 22:00:00;7,375;6,348;6,8615;68,2;60,534
05/25/2023 23:00:00;3,424;2,662;3,043;67,5;59,233
05/26/2023 00:00:00;3,723;3,227;3,475;67,966;58,067
05/26/2023 01:00:00;8,682;7,775;8,2285;67,034;58
05/26/2023 02:00:00;17,432;15,454;16,443;66,534;58
05/26/2023 03:00:00;11,839;10,248;11,0435;66,467;57,1
05/26/2023 04:00:00;33,868;32,078;32,973;67,066;57
05/26/2023 05:00:00;50,027;47,947;48,987;66,566;57,2
05/26/2023 06:00:00;50,664;48,489;49,5765;65;58,2
05/26/2023 07:00:00;56,725;53,368;55,0465;61,133;61,167
05/26/2023 08:00:00;33,498;31,583;32,5405;52,166;67,534
05/26/2023 09:00:00;19,38;17,88;18,63;54,034;67,867
05/26/2023 10:00:00;16,854;14,973;15,9135;49,034;71,4
05/26/2023 11:00:00;18,66;17,528;18,094;45,033;74,3
05/26/2023 12:00:00;13,467;12,096;12,7815;42,133;75,867
05/26/2023 13:00:00;11,035;10,062;10,5485;42,35;75,25
05/26/2023 14:00:00;10,215;8,976;9,5955;43,166;73,916
05/26/2023 15:00:00;20,772;19,2;19,986;42,517;74,067
05/26/2023 16:00:00;21,681;19,84;20,7605;44,4;71,8
05/26/2023 17:00:00;26,677;24,531;25,604;50,833;68,633
05/26/2023 18:00:00;23,005;21,388;22,1965;59,675;65,767
05/26/2023 19:00:00;23,263;20,959;22,111;64,133;64,133
05/26/2023 20:00:00;16,534;15,204;15,869;65,9;63,166
05/26/2023 21:00:00;11,325;9,889;10,607;66;63
05/26/2023 22:00:00;9,223;8,099;8,661;66,367;62,4
05/26/2023 23:00:00;9,105;7,545;8,325;67,133;61,834
05/27/2023 00:00:00;8,493;7,448;7,9705;66,566;62,267
05/27/2023 01:00:00;9,038;8,005;8,5215;66,166;61,8
05/27/2023 02:00:00;6,178;5,356;5,767;66,966;60,966
05/27/2023 03:00:00;23,401;21,752;22,5765;65,133;61,767
05/27/2023 04:00:00;26,005;24,225;25,115;65,267;61,367
05/27/2023 05:00:00;37,853;36,474;37,1635;64,2;61,1
05/27/2023 06:00:00;61,924;58,508;60,216;63,5;61,767
05/27/2023 07:00:00;56,673;54,02;55,3465;61,867;63,034
05/27/2023 08:00:00;40,703;38,855;39,779;57,2;66,333
05/27/2023 09:00:00;26,32;24,634;25,477;50,1;70,9
05/27/2023 10:00:00;27,27;25,297;26,2835;46,2;73,8
05/27/2023 11:00:00;15,984;14,323;15,1535;42,733;76,1
05/27/2023 12:00:00;20,761;18,527;19,644;43,566;75,233
05/27/2023 13:00:00;5,78;5,158;5,469;43,966;75,5
05/27/2023 14:00:00;6,958;6,088;6,523;47,334;73,666
05/27/2023 15:00:00;6,615;5,82;6,2175;49,466;72,534
05/27/2023 16:00:00;14,098;13,009;13,5535;50,834;71,1
05/27/2023 17:00:00;26,672;25,639;26,1555;54,433;68,4
05/27/2023 18:00:00;39,922;38,269;39,0955;57,133;67
05/27/2023 19:00:00;37,679;35,405;36,542;57,633;65,767
05/27/2023 20:00:00;18,529;17,076;17,8025;60,233;64,6
05/27/2023 21:00:00;12,072;10,675;11,3735;62,433;63,666
05/27/2023 22:00:00;12,959;12,006;12,4825;63,933;63,167
05/27/2023 23:00:00;11,124;9,634;10,379;64,566;62,966
05/28/2023 00:00:00;7,315;6,46;6,8875;65,828;62,067
05/28/2023 01:00:00;7,779;6,705;7,242;66,133;61,966
05/28/2023 02:00:00;12,734;11,82;12,277;66,597;61,82
05/28/2023 03:00:00;15,124;14,258;14,691;65,941;62
05/28/2023 04:00:00;15,335;13,595;14,465;65,967;61,7
05/28/2023 05:00:00;28,694;27,358;28,026;66,334;61,6
05/28/2023 10:00:00;10,241;9,261;9,751;49,367;70,267
05/28/2023 11:00:00;20,973;19,496;20,2345;39,466;75,7
05/28/2023 12:00:00;6,535;5,694;6,1145;37;76,666
05/28/2023 13:00:00;3,313;2,635;2,974;37,367;76,2
05/28/2023 14:00:00;2,838;2,381;2,6095;39,767;75,8
05/28/2023 15:00:00;3,441;2,923;3,182;41,6;74,633
05/28/2023 16:00:00;8,549;7,458;8,0035;44,633;72,534
05/28/2023 17:00:00;29,437;27,885;28,661;48,933;69,733
05/28/2023 18:00:00;33,507;31,605;32,556;53,834;67,6
05/28/2023 19:00:00;21,38;19,51;20,445;59,3;65,767
05/28/2023 20:00:00;12,725;11,191;11,958;61,834;64,534
05/28/2023 21:00:00;11,7;10,056;10,878;62,9;64
05/28/2023 22:00:00;11,325;10,145;10,735;63,8;63,567
05/28/2023 23:00:00;8,711;7,496;8,1035;64,6;63
05/29/2023 00:00:00;7,697;6,237;6,967;64,867;63
05/29/2023 01:00:00;10,197;8,554;9,3755;65;62,9
05/29/2023 02:00:00;6,467;5,314;5,8905;64,9;62
05/29/2023 03:00:00;4,32;3,521;3,9205;64,2;61,133
05/29/2023 04:00:00;16,304;14,92;15,612;62,867;61
05/29/2023 05:00:00;29,73;27,754;28,742;62,5;60,9
05/29/2023 06:00:00;48,052;46,87;47,461;61,667;61,4
05/29/2023 07:00:00;35,245;34,063;34,654;56,466;63,133
05/29/2023 08:00:00;19,906;18,235;19,0705;43,733;71,166
05/29/2023 09:00:00;15,098;13,915;14,5065;36,733;74,767
05/29/2023 10:00:00;18,578;17,22;17,899;34,233;77,267
05/29/2023 11:00:00;11,881;10,667;11,274;32,934;78,767
05/29/2023 12:00:00;6,143;5,489;5,816;32,6;80,033
05/29/2023 13:00:00;4,819;4,07;4,4445;36,734;80,567
05/29/2023 14:00:00;3,523;3,011;3,267;38,666;80,733
05/29/2023 15:00:00;4,269;3,741;4,005;41,167;77,8
05/29/2023 16:00:00;6,495;5,804;6,1495;44,067;75,133
05/29/2023 17:00:00;25,724;24,768;25,246;49,75;71,95
05/29/2023 18:00:00;29,693;27,849;28,771;53,6;69,833
05/29/2023 19:00:00;28,047;26,141;27,094;56,767;68,334
05/29/2023 20:00:00;15,39;13,503;14,4465;59,266;67,334
05/29/2023 21:00:00;16,977;15,04;16,0085;59,966;67,334
05/29/2023 22:00:00;9,88;8,463;9,1715;60,534;67
05/29/2023 23:00:00;9,389;8,076;8,7325;60,966;67
05/30/2023 00:00:00;6,925;5,675;6,3;61,133;66,267
05/30/2023 01:00:00;10,77;9,459;10,1145;62,033;66
05/30/2023 02:00:00;6,003;4,888;5,4455;64,334;64,466
05/30/2023 03:00:00;13,822;11,959;12,8905;65,2;64
05/30/2023 04:00:00;17,898;16,465;17,1815;65;63,166
05/30/2023 05:00:00;23,861;22,042;22,9515;65;62,867
05/30/2023 06:00:00;27,802;25,823;26,8125;65,4;62,2
